MLS #,Stat,Closed Date,Sold Pr,Type,Yr Blt,Street #,Str Name,Area,Zip,ASF,# Rms,# Full Baths,# Half Baths,Bsmt Bth,Beds,Bsmt. Beds,Garage Type,# Garage Spaces,# Parking Spaces,Total Bsmnt SF,Style
10322736,CLSD,6/7/2019,665000,2 Stories,1961,808,Huber,25,60025,2520,10,3,1,Yes,5,1,Attached,2,,,Colonial
10846801,CLSD,11/13/2020,665000,Split Level,1962,1302,Bonnie Glen,25,60025,2200,7,2,0,Yes,3,0,Attached,2,,,Tri-Level
10622623,CLSD,5/28/2020,665000,2 Stories,2001,1828,Longvalley,25,60025,0,10,3,1,No,5,0,Attached,2,,,
10699358,CLSD,12/4/2020,665000,2 Stories,2020,1069,Ironwood,25,60025,2530,8,3,0,No,3,0,Attached,2,,0,
10600837,CLSD,8/20/2020,667500,1 Story,1984,2306,Mohawk,25,60026,2581,9,2,1,No,3,0,Attached,2.5,,,Ranch
10863579,CLSD,12/3/2020,669900,2 Stories,2003,2535,Glenview,25,60025,4700,12,4,1,Yes,5,0,Attached,2,,,Colonial
10799583,CLSD,10/23/2020,670000,2 Stories,1966,1300,Kenilworth,25,60025,3476,10,2,1,No,4,0,Attached,2,,,Colonial
10130156,CLSD,9/24/2019,672458,1 Story,2019,1057,Ironwood,25,60025,2308,6,2,0,No,3,0,Attached,2,,0,Ranch
10140353,CLSD,4/8/2019,672500,2 Stories,1952,244,Elm,25,60025,2814,12,3,0,No,5,0,Attached,2.5,,,Cape Cod
10786059,CLSD,9/9/2020,675000,2 Stories,1941,2022,Larkdale,25,60025,0,8,2,1,Yes,3,0,Detached,1,,,Cape Cod
10375798,CLSD,9/11/2019,675000,2 Stories,1995,700,Laramie,25,60025,2761,12,2,1,No,4,0,Attached,2,,,
10814849,CLSD,11/30/2020,675000,2 Stories,2001,2300,Lily,25,60026,3735,9,3,1,Yes,4,1,Detached,2,,1310,
10104064,CLSD,4/29/2019,675000,2 Stories,2001,2528,Violet,25,60026,3000,9,3,1,Yes,3,0,Detached,2,,1000,
10792433,CLSD,11/10/2020,675000,2 Stories,2004,4726,Lilac,25,60025,2964,10,3,1,Yes,4,0,Attached,2.5,,,Prairie
10469826,CLSD,10/21/2019,675000,2 Stories,2001,2200,Butterfly,25,60026,2375,10,3,1,Yes,4,1,Detached,2.5,,,
10717757,CLSD,7/15/2020,675000,2 Stories,1955,1646,Elmdale,25,60026,3083,10,4,0,Yes,5,0,Attached,3,,,Contemporary
10402992,CLSD,9/25/2019,675000,2 Stories,1978,3900,Harvest,25,60026,3160,10,4,1,No,4,0,Attached,2.5,,,Colonial
10672426,CLSD,8/11/2020,675000,2 Stories,1967,2500,Pick,25,60025,5437,12,3,1,Yes,5,0,Attached,2,,1626,Colonial
10888525,CLSD,11/13/2020,675000,2 Stories,1974,1621,Barry,25,60025,3026,9,2,1,No,4,0,Attached,2,,,Colonial
10901840,CLSD,12/10/2020,675000,2 Stories,2001,716,Pfingsten,25,60025,5750,11,2,1,No,4,0,Attached,2,,0,Colonial
10306699,CLSD,5/17/2019,677500,2 Stories,1941,1725,Maplewood,25,60025,0,10,2,0,No,3,0,Detached,2,,,Cape Cod
10685907,CLSD,6/30/2020,677500,2 Stories,1985,3417,Vantage,25,60026,3461,12,2,1,No,5,0,Attached,2,,1709,Colonial
10841768,CLSD,10/27/2020,679000,2 Stories,1953,123,Lincoln,25,60025,2600,8,3,1,Yes,3,1,Detached,2,,,Farmhouse
10647720,CLSD,3/3/2020,680000,2 Stories,1977,1333,Woodlawn,25,60025,2539,10,2,1,Yes,4,0,Attached,2,,,Colonial
10563908,CLSD,5/15/2020,680000,2 Stories,2019,1098,Ironwood,25,60025,2530,8,3,0,No,3,0,Attached,2,,0,Traditional
10654805,CLSD,8/7/2020,680000,2 Stories,2000,1916,Wyndham,25,60025,2719,8,2,1,No,3,0,Attached,2,,,
10412739,CLSD,11/22/2019,681199,2 Stories,2019,1055,Ironwood,25,60025,2530,8,3,0,No,3,0,Attached,2,,0,
10260136,CLSD,1/31/2020,682000,2 Stories,2005,605,Elmdale,25,60025,3911,9,3,1,No,5,0,Attached,3,,,
10563911,CLSD,2/14/2020,682334,1 Story,2019,1053,Ironwood,25,60025,2308,6,2,0,No,2,0,Attached,2,,,
10310484,CLSD,6/7/2019,685000,2 Stories,1987,3912,Kiess,25,60026,0,12,3,1,Yes,4,1,Attached,2,,,Tudor
10426656,CLSD,8/9/2019,685000,2 Stories,1939,2011,Fir,25,60025,0,10,4,0,Yes,5,0,Attached,1,,,
10097264,CLSD,1/30/2019,685000,2 Stories,1995,3319,Winchester,25,60026,3781,10,3,1,No,5,0,Attached,4,,,
10732637,CLSD,7/17/2020,687101,2 Stories,1984,2314,Indian Ridge,25,60026,5057,12,2,1,No,4,0,Attached,3,,,"Colonial, Traditional"
10748816,CLSD,8/11/2020,688000,2 Stories,1952,825,Surrey,25,60025,3028,9,3,1,No,3,0,Detached,2,,,Colonial
10708446,CLSD,7/10/2020,690000,2 Stories,1966,837,Glenwood,25,60025,0,11,2,1,No,4,0,Attached,2,,,Colonial
10789228,CLSD,11/13/2020,690000,1 Story,1952,3800,Countryside,25,60025,2020,8,2,1,No,3,0,Attached,2,,,Ranch
10298690,CLSD,6/17/2019,690000,2 Stories,1993,853,Harms,25,60025,3933,11,4,0,Yes,5,0,,,,,
10654833,CLSD,6/22/2020,690000,2 Stories,UNK,1115,Shermer,25,60025,3463,12,3,1,No,4,0,Detached,2,4,,French Provincial
10683116,CLSD,6/25/2020,693760,2 Stories,2020,1089,Ironwood,25,60025,2530,8,3,0,No,3,0,Attached,2,,0,
10265260,CLSD,5/1/2019,695000,2 Stories,1985,2245,Sussex,25,60025,3306,12,3,1,Yes,4,1,Attached,2,,,Colonial
10933131,CLSD,1/7/2021,695000,2 Stories,1987,3063,Dell,25,60025,3700,9,3,1,Yes,4,1,Attached,2,,,Colonial
10504490,CLSD,10/23/2019,698000,1 Story,1985,2435,Saranac,25,60026,2547,7,2,0,No,3,0,Attached,2,,,Ranch
10529688,CLSD,12/6/2019,698000,2 Stories,2005,3414,Meadow,25,60025,3300,9,3,0,No,4,0,Attached,2,,,Colonial
10118270,CLSD,4/3/2019,699000,2 Stories,1939,2025,Prairie,25,60025,3180,10,2,1,No,4,0,Detached,1.5,,,Colonial
10328755,CLSD,5/15/2019,700000,2 Stories,1999,1812,Dunhill,25,60025,3200,7,2,2,Yes,3,0,Attached,2,,,
10670126,CLSD,5/5/2020,700000,1 Story,1951,1010,Forestview,25,60025,2696,8,3,0,No,4,0,Attached,2,,,Ranch
10647164,CLSD,11/30/2020,700000,2 Stories,1968,323,Bel Air,25,60025,2907,12,2,1,No,4,0,Attached,2.5,,,
10479076,CLSD,10/3/2019,700000,2 Stories,1986,3646,Westfield,25,60026,3317,11,2,1,No,4,1,Attached,2,,,Colonial
10611308,CLSD,4/30/2020,704000,1 Story,1953,643,Chatham,25,60025,2675,9,2,1,Yes,3,0,Attached,2,,,Ranch
10881445,CLSD,9/24/2020,705000,2 Stories,1963,1301,Hawthorne,25,60025,2341,8,2,1,No,4,0,Attached,2,,,
10513253,CLSD,2/14/2020,705000,2 Stories,1967,1627,Del Ogier,25,60025,3903,12,3,1,No,6,0,Attached,2,,,Cape Cod
10697941,CLSD,8/20/2020,706000,2 Stories,1998,603,Glendale,25,60025,3230,11,3,1,Yes,4,0,Attached,2,,1410,
10507219,CLSD,12/2/2019,707500,2 Stories,1993,3502,Glenlake,25,60026,3111,13,3,1,Yes,4,1,Attached,2,,,Colonial
10276994,CLSD,4/12/2019,710000,2 Stories,1988,930,Wedgewood,25,60025,3600,10,2,1,No,4,0,Detached,2.5,,,Colonial
10490303,CLSD,11/1/2019,710000,2 Stories,1973,4100,Chester,25,60026,2832,9,2,1,No,4,0,Attached,2,,,Colonial
10871026,CLSD,11/9/2020,710000,2 Stories,1983,3316,Lakewood,25,60026,2950,10,2,1,Yes,4,1,Attached,2,,,Colonial
10905734,CLSD,12/4/2020,710000,2 Stories,UNK,1000,Barton,25,60025,3500,13,3,1,No,6,0,Attached,2,,,
10660456,CLSD,7/31/2020,710000,2 Stories,2001,3508,Linneman,25,60025,3048,8,3,0,No,4,0,Attached,3,,,Contemporary
10116528,CLSD,10/21/2019,710000,2 Stories,1960,1801,Stevens,25,60025,3000,11,3,1,No,4,0,Attached,2,,,
10065845,CLSD,4/25/2019,711467,1 Story,2018,1104,Ironwood,25,60025,2308,6,2,0,No,2,0,Attached,2,,,
10715261,CLSD,9/17/2020,715000,2 Stories,1949,645,Lincoln,25,60025,2834,9,4,0,No,4,0,Attached,1,,,
10736889,CLSD,7/28/2020,716050,2 Stories,1977,1341,Woodlawn,25,60025,3299,12,2,1,No,4,0,Attached,2,,,Colonial
10392325,CLSD,7/25/2019,717000,2 Stories,1941,215,Wilmette,25,60025,2800,11,2,1,No,4,0,Detached,4,,,
10606054,CLSD,2/28/2020,720000,2 Stories,1999,1881,Westleigh,25,60025,3201,8,2,1,No,4,0,Attached,2,,,
10676218,CLSD,6/18/2020,720000,1 Story,1951,711,Chatham,25,60025,2742,9,2,1,No,3,0,Detached,2,,,Ranch
10732104,CLSD,9/8/2020,720000,2 Stories,1985,2413,Indian Ridge,25,60026,3502,14,3,1,Yes,3,1,Attached,4,,1717,
10166619,CLSD,4/5/2019,720000,2 Stories,1963,1324,Elizabeth,25,60025,3748,11,2,1,No,4,0,Attached,2.5,,,Colonial
10826714,CLSD,10/2/2020,725000,1 Story,1957,2211,Pinehurst,25,60025,2250,7,4,1,Yes,3,0,Attached,2,3,1010,Ranch
10322123,CLSD,6/14/2019,725000,Split Level w/ Sub,1964,1616,Sequoia,25,60025,3075,9,3,0,Yes,4,0,Attached,2,,,Other
10860455,CLSD,11/12/2020,725000,2 Stories,1966,1047,MEADOWLARK,25,60025,2693,10,2,1,No,4,0,Attached,2.5,,0,Colonial
10668716,CLSD,5/15/2020,725000,2 Stories,1985,3405,VANTAGE,25,60025,3420,10,2,1,No,4,0,Attached,2.1,,,Colonial
10835880,CLSD,10/23/2020,725000,2 Stories,1950,1954,Robincrest,25,60025,2500,9,4,0,Yes,5,0,Detached,2.5,8,,
10643969,CLSD,5/4/2020,725000,2 Stories,1967,1413,Royal Oak,25,60025,2958,10,2,1,No,4,0,Attached,2,,,Colonial
10334522,CLSD,5/13/2019,727400,2 Stories,1965,1415,Redbud,25,60025,2814,9,3,1,Yes,4,0,Attached,2,,,Colonial
10594088,CLSD,6/12/2020,727500,2 Stories,2020,1036,Ironwood,25,60025,2932,9,3,0,No,4,0,Attached,2,,,
10604422,CLSD,4/30/2020,729000,1 Story,2019,1034,Ironwood,25,60025,2308,6,2,0,No,2,0,Attached,2,,,
10442301,CLSD,8/16/2019,729000,2 Stories,1964,1420,Blackthorn,25,60025,0,9,2,1,No,4,0,Attached,2,,,
10768112,CLSD,12/1/2020,729900,2 Stories,2005,1777,Aberdeen,25,60025,3773,9,3,1,Yes,3,1,Attached,2,,,
10351707,CLSD,6/27/2019,730000,1 Story,1955,2318,Sumac,25,60025,2818,9,4,0,Yes,4,1,Attached,2.1,,,Ranch
10785944,CLSD,8/26/2020,730000,2 Stories,1998,911,Huber,25,60025,3354,10,3,1,Yes,5,0,Attached,2.5,,,
10714048,CLSD,11/4/2020,730000,2 Stories,2020,1040,Ironwood,25,60025,2932,9,3,0,No,4,0,Attached,2,,,
10392904,CLSD,1/17/2020,732000,2 Stories,2019,1051,Ironwood,25,60025,2932,9,3,0,No,4,0,Attached,2,,,
10607345,CLSD,3/27/2020,735000,2 Stories,1976,1204,Raleigh,25,60025,3479,11,2,1,No,4,0,Attached,2,,830,Colonial
10376200,CLSD,7/31/2019,735000,"2 Stories, Coach House",UNK,2620,Park,25,60025,3170,9,3,1,Yes,4,0,Detached,2,,,Farmhouse
10603857,CLSD,8/7/2020,735000,2 Stories,1949,2121,Fir,25,60025,2582,11,3,1,Yes,4,1,Attached,1,,,"Colonial, English"
10110593,CLSD,6/27/2019,736343,2 Stories,2019,1097,Ironwood,25,60025,2530,8,3,0,No,3,0,Attached,2,,0,
10729282,CLSD,6/29/2020,739400,1 Story,2020,1038,Ironwood,25,60025,2308,6,2,0,No,3,0,Attached,2,,,Ranch
10658898,CLSD,4/29/2020,740000,2 Stories,1964,1632,Sequoia,25,60025,3067,10,2,2,Yes,4,0,Attached,2,,,
10702262,CLSD,9/3/2020,740000,2 Stories,2000,1917,Westleigh,25,60025,3272,11,4,0,No,5,0,Attached,2,,,"Colonial, Contemporary"
10642818,CLSD,4/7/2020,742000,2 Stories,1968,1334,Royal Oak,25,60025,0,9,2,1,No,4,0,Attached,2.1,,,Colonial
10650393,CLSD,5/15/2020,743000,2 Stories,1984,2417,Indian Ridge,25,60026,0,12,2,1,No,4,1,Attached,2.5,,,Colonial
10758165,CLSD,10/20/2020,745000,2 Stories,2004,611,Revere,25,60025,3492,10,3,1,No,4,0,Attached,3,,,Traditional
10382975,CLSD,7/9/2019,745000,2 Stories,2008,1902,George,25,60025,3200,10,4,1,Yes,4,0,Attached,2,3,,Traditional
10632040,CLSD,11/2/2020,745000,2 Stories,2000,3511,Countryside,25,60025,3318,13,4,1,Yes,5,0,Detached,2,,,Traditional
10081633,CLSD,6/14/2019,745000,2 Stories,1974,1605,Forest,25,60025,3956,12,3,2,Yes,5,0,"Attached, Detached",7,,,Colonial
10914605,CLSD,1/4/2021,749000,2 Stories,1968,1209,Hawthorne,25,60025,4005,10,3,0,No,5,0,Attached,2,,,Colonial
10544071,CLSD,2/12/2020,749000,2 Stories,2019,1232,Parker,25,60025,2317,7,2,1,No,3,0,Attached,2,,,Traditional
10384606,CLSD,6/27/2019,750000,2 Stories,UNK,320,washington,25,60025,3200,10,4,1,Yes,4,1,Detached,2.5,2,,
10728823,CLSD,7/15/2020,750000,2 Stories,UNK,731,ECHO,25,60025,2200,11,3,1,Yes,4,1,Attached,1.5,,,Contemporary
10579526,CLSD,4/7/2020,750000,2 Stories,1984,2319,Iroquois,25,60026,3521,13,2,1,No,4,1,Attached,2,,,
10402789,CLSD,2/14/2020,750000,2 Stories,2001,2166,Thistle,25,60026,2801,10,2,1,No,4,0,Attached,2,,,
10532828,CLSD,1/17/2020,750000,2 Stories,2001,2315,Chestnut,25,60026,0,12,4,0,Yes,5,0,Attached,2,,,Colonial
10148447,CLSD,5/3/2019,750000,2 Stories,1995,2126,Chandler,25,60026,3101,12,3,1,No,4,0,Attached,2,,,
10422430,CLSD,8/16/2019,750000,2 Stories,1952,2145,Dewes,25,60025,0,12,4,0,Yes,5,0,Attached,2,,,Traditional
10747367,CLSD,9/30/2020,752500,2 Stories,1984,2501,Osage,25,60026,4164,14,3,2,Yes,5,0,Attached,3,,1144,
10328896,CLSD,6/19/2019,755000,Split Level w/ Sub,1964,1312,Somerset,25,60025,0,8,3,1,Yes,3,0,Attached,2,,,
10407699,CLSD,11/25/2019,755000,2 Stories,1994,1440,Forest,25,60025,3820,10,3,1,Yes,4,0,Attached,3,,,
10529981,CLSD,11/15/2019,755000,2 Stories,1984,2304,Indian Ridge,25,60026,4388,15,3,1,Yes,4,2,Attached,3,,,
10698338,CLSD,8/28/2020,755834,2 Stories,2020,1085,Ironwood,25,60025,2932,9,3,0,No,3,0,Attached,2,,,
10578192,CLSD,3/31/2020,760000,Split Level w/ Sub,1963,1645,Sequoia,25,60025,2050,11,3,0,No,4,0,Attached,2.5,,,
10390102,CLSD,10/15/2019,760000,2 Stories,2016,2910,Wilson,25,60026,2625,8,2,1,No,3,0,Attached,2,,0,
10130190,CLSD,9/18/2019,761079,2 Stories,2019,1102,Ironwood,25,60025,2932,9,3,0,No,4,0,Attached,2,,0,Traditional
10433424,CLSD,8/30/2019,762500,2 Stories,2002,2814,Park,25,60025,3618,12,4,1,Yes,4,1,Detached,2,,,Colonial
10766200,CLSD,10/2/2020,765000,2 Stories,1957,1101,Holly,25,60025,0,8,3,0,Yes,4,0,Attached,3,,,
10780973,CLSD,8/18/2020,765000,2 Stories,UNK,2348,Sumac,25,60025,3200,11,3,0,Yes,4,0,Attached,2.5,,,
10294486,CLSD,6/28/2019,765000,1 Story,1984,2425,Saranac,25,60026,3454,12,3,1,Yes,4,1,Attached,3,,,Ranch
10303719,CLSD,7/2/2019,765000,2 Stories,1999,1904,Wyndham,25,60025,3022,11,3,1,Yes,3,1,Attached,2,,,
10747338,CLSD,9/15/2020,770000,2 Stories,1984,2410,Indian Ridge,25,60026,3786,14,4,0,Yes,4,1,Attached,2,,,
10715462,CLSD,6/29/2020,770000,2 Stories,1964,1431,Blackthorn,25,60025,3300,8,2,2,No,4,0,Attached,2,4,,Colonial
10621321,CLSD,7/17/2020,770000,2 Stories,2020,1059,Ironwood,25,60025,3236,9,4,0,No,4,0,Attached,2,,,
10769111,CLSD,10/1/2020,770000,2 Stories,2001,1546,Fielding,25,60026,0,12,3,1,Yes,3,1,Attached,2,,,Colonial
10295932,CLSD,5/15/2019,770000,2 Stories,1984,1601,Del Ogier,25,60025,3560,11,2,1,No,4,1,Attached,2,,,Colonial
09956502,CLSD,2/5/2019,770000,2 Stories,2002,2807,Park,25,60025,3472,12,3,1,No,4,1,Detached,2,,,Colonial
10115238,CLSD,7/10/2019,775000,2 Stories,1947,827,Rolling Pass,25,60025,0,10,3,1,Yes,4,0,Attached,2,,,Georgian
10683036,CLSD,6/12/2020,775000,2 Stories,1950,626,Coronet,25,60025,3440,8,2,1,No,3,0,Attached,2,,,
10749831,CLSD,10/2/2020,775000,1 Story,1955,800,Queens,25,60025,3100,10,2,1,Yes,4,0,"Attached, Detached",3,,,
10429548,CLSD,3/23/2020,775000,2 Stories,2002,840,Huber,25,60025,6060,11,5,1,No,5,0,Attached,3,,,Colonial
10412762,CLSD,12/30/2019,778607,1 Story,2019,1100,Ironwood,25,60025,3236,8,3,0,No,3,0,Attached,2,,,Traditional
10767987,CLSD,8/26/2020,779500,1.5 Story,1941,2103,Spruce,25,60025,0,8,2,1,No,4,0,Attached,2,,,
10728804,CLSD,7/10/2020,780000,2 Stories,1993,3730,Timbers Edge,25,60025,4089,12,3,2,Yes,4,0,Attached,2,,,Colonial
10905093,CLSD,12/28/2020,780000,2 Stories,1955,2330,LINDEN LEAF,25,60025,0,11,3,1,Yes,4,0,Attached,2.5,,,Colonial
10711761,CLSD,1/7/2021,780000,1 Story,1956,2316,SUMAC,25,60025,3208,12,3,0,Yes,3,1,Attached,2.5,,,Ranch
10910950,CLSD,12/29/2020,780000,3 Stories,1987,1414,Glenwood,25,60025,3289,9,2,1,No,4,0,Attached,2,,,
10744156,CLSD,7/21/2020,780000,2 Stories,1980,1037,Woodland,25,60025,3600,10,3,1,No,4,0,Attached,2,,,
10888896,CLSD,12/3/2020,785000,2 Stories,1947,1930,Harrison,25,60025,2693,10,3,1,Yes,4,0,Detached,2,,539,
10443722,CLSD,9/13/2019,785000,2 Stories,2005,2136,Walnut,25,60025,0,10,4,0,Yes,4,1,Detached,2.5,,,Colonial
10266201,CLSD,5/24/2019,785000,2 Stories,1989,3606,Ari,25,60026,3467,9,2,1,No,4,0,Attached,2,,,Colonial
10648533,CLSD,6/30/2020,785000,2 Stories,1956,1225,Pine,25,60025,3436,11,4,0,No,5,0,Attached,2,,,
10733808,CLSD,9/28/2020,786500,2 Stories,2007,713,Greenwood,25,60025,3600,12,5,0,Yes,5,1,Attached,3,,1200,Colonial
10358567,CLSD,6/24/2019,787000,2 Stories,1994,2127,Inverness,25,60026,3752,12,3,1,Yes,5,1,Attached,2,,,
10415230,CLSD,7/3/2019,790000,2 Stories,1984,1440,Overlook,25,60025,2804,9,4,1,Yes,4,0,Attached,2.5,,,
10304012,CLSD,5/15/2019,790000,2 Stories,1989,4049,Blake,25,60026,0,11,4,0,No,5,0,Attached,2,,,
10033706,CLSD,2/27/2019,790881,1 Story,2019,1099,Ironwood,25,60025,3236,9,4,0,No,4,0,Attached,2,,,Traditional
10308863,CLSD,6/7/2019,791000,2 Stories,2008,3723,Springdale,25,60025,2947,12,4,1,Yes,4,1,Attached,2,,,
10265324,CLSD,4/24/2019,792000,2 Stories,1967,815,Indian,25,60025,3351,10,3,2,Yes,4,0,Attached,2,,0,Colonial
10400591,CLSD,7/15/2019,795000,2 Stories,1953,715,Elmgate,25,60025,0,9,3,1,Yes,4,0,Detached,2.5,,,
10323067,CLSD,8/12/2019,795000,2 Stories,2006,4715,LAUREL,25,60025,3780,10,5,0,Yes,5,0,Attached,2,,,Colonial
10746724,CLSD,10/7/2020,795000,2 Stories,2006,2758,Summit,25,60025,3109,9,4,1,Yes,4,1,Attached,2,,,Colonial
10808999,CLSD,8/7/2020,795628,2 Stories,2020,1070,Ironwood,25,60025,3236,8,3,0,No,3,0,Attached,2,,,
10827272,CLSD,10/22/2020,799000,2 Stories,2012,709,Glenshire,25,60025,0,9,3,1,No,4,0,Detached,2.5,,,
10415246,CLSD,7/1/2019,799900,2 Stories,1950,340,Parkview,25,60025,2177,10,3,1,Yes,3,1,Detached,2.5,,,
10307124,CLSD,5/15/2019,800000,2 Stories,1968,750,Spruce,25,60025,2825,11,3,1,Yes,4,1,Attached,2,,,
10351549,CLSD,7/12/2019,800000,2 Stories,1948,14,Briar,25,60029,2940,10,2,2,Yes,4,0,Attached,2,,,
10557504,CLSD,3/24/2020,800000,2 Stories,2001,3606,Linneman,25,60025,4576,10,3,1,No,5,0,Attached,3,,,Contemporary
10751000,CLSD,9/4/2020,800144,2 Stories,2020,1090,Ironwood,25,60025,3236,9,4,0,No,4,0,Attached,2,,,
10812064,CLSD,10/21/2020,801000,2 Stories,1989,4312,Hammersmith,25,60026,3798,14,4,2,Yes,5,1,Attached,3,,2150,Contemporary
10461905,CLSD,11/15/2019,801000,2 Stories,1955,1437,Central,25,60025,3728,11,3,1,Yes,4,0,Attached,2,,,
10542019,CLSD,4/15/2020,802000,2 Stories,2001,814,Becker,25,60025,3702,11,4,1,Yes,4,0,Attached,2,,1251,Colonial
10804631,CLSD,10/5/2020,805000,2 Stories,1949,816,Windsor,25,60025,3273,12,3,1,No,3,0,Attached,1,,0,Cape Cod
10674942,CLSD,7/27/2020,805000,2 Stories,2005,1804,Aberdeen,25,60025,3109,12,3,1,Yes,3,1,Attached,2,,,Colonial
10366084,CLSD,6/17/2019,805000,2 Stories,1984,2335,Indian Ridge,25,60026,3526,12,2,1,No,5,0,Attached,2,,1600,Tudor
10269868,CLSD,8/28/2019,805000,2 Stories,2005,1200,Manzella,25,60025,4046,11,5,1,Yes,5,0,Attached,3,,,
10770772,CLSD,9/9/2020,810000,2 Stories,1963,25,Park,25,60029,2792,11,3,1,Yes,4,1,Attached,2,,,Colonial
10480611,CLSD,11/7/2019,810000,2 Stories,2012,4625,Locust,25,60025,3400,12,3,1,Yes,4,1,Attached,2,,,
10819298,CLSD,9/21/2020,810000,2 Stories,2008,1808,Monroe,25,60025,4166,9,4,1,Yes,4,1,Attached,2,,,
10451009,CLSD,8/29/2019,813000,2 Stories,1985,3429,Vantage,25,60026,0,12,3,1,No,5,0,Attached,2,,,Colonial
10602993,CLSD,4/16/2020,815000,2 Stories,2004,809,Glenwood,25,60025,0,12,4,1,Yes,4,0,Attached,3,,,
10521910,CLSD,4/29/2020,815077,1 Story,2020,1042,Ironwood,25,60025,2308,6,2,0,No,2,0,Attached,2,,,Traditional
10267555,CLSD,6/3/2019,817000,2 Stories,1984,2341,Iroquois,25,60026,3493,9,2,2,Yes,5,0,Attached,2,,,
10767134,CLSD,8/11/2020,820000,2 Stories,1964,1449,Sequoia,25,60025,0,9,2,1,No,4,0,Attached,2,,,
10828449,CLSD,10/5/2020,820000,1 Story,1985,2345,Iroquois,25,60026,2913,10,3,1,Yes,3,0,Attached,2,,,
10673865,CLSD,7/17/2020,820000,2 Stories,1953,640,Windsor,25,60025,0,12,3,0,No,4,0,Attached,2,,,Cape Cod
10778250,CLSD,9/16/2020,822500,2 Stories,1969,1519,Basswood,25,60025,0,10,3,1,Yes,4,1,Attached,2,,,Colonial
10167445,CLSD,6/19/2019,825000,2 Stories,2016,2842,Wilson,25,60026,2800,10,3,1,No,3,0,Attached,2,,,Colonial
10136100,CLSD,5/23/2019,829000,2 Stories,2004,1603,CENTRAL,25,60025,3600,10,4,2,Yes,4,0,Attached,3,,,
10131691,CLSD,4/30/2019,830000,2 Stories,1952,700,Lincoln,25,60025,0,12,3,1,Yes,4,1,Detached,2,,,Colonial
10678237,CLSD,7/30/2020,830000,2 Stories,2005,1415,Plymouth,25,60025,3383,13,4,1,Yes,4,1,Attached,2,,,Colonial
10506223,CLSD,11/12/2019,832000,2 Stories,1984,2351,Iroquois,25,60026,3896,13,4,1,Yes,5,0,Attached,2,,,Colonial
10610606,CLSD,4/8/2020,835000,2 Stories,1949,805,Edgewood,25,60025,2616,8,3,0,No,4,0,Attached,3,,,Ranch
10802511,CLSD,11/16/2020,839000,2 Stories,2016,2982,Wilson,25,60026,2625,9,2,1,No,3,0,Attached,2,,1725,
10780199,CLSD,9/29/2020,840000,2 Stories,1959,735,Indian,25,60025,2500,10,2,1,No,4,0,Attached,2,,,
10368985,CLSD,8/16/2019,840000,2 Stories,2019,4635,Laurel,25,60025,3625,12,5,0,Yes,5,1,Attached,2,,1825,Contemporary
10855311,CLSD,11/3/2020,840000,2 Stories,1988,3339,Springdale,25,60025,4259,12,5,1,Yes,5,0,Attached,3,,,Colonial
10412782,CLSD,10/29/2019,841700,1 Story,2019,1032,Ironwood,25,60025,3236,9,4,0,No,4,0,Attached,2,,,Traditional
10142211,CLSD,1/18/2019,845000,2 Stories,1995,2111,Stratford,25,60026,3737,12,3,1,No,4,0,Attached,3,,2038,
10429575,CLSD,8/23/2019,847000,2 Stories,2001,1140,Pfingsten,25,60025,3367,12,4,1,Yes,4,1,Attached,2.5,4,,Colonial
10363557,CLSD,8/22/2019,849000,1 Story,1954,708,Coronet,25,60025,0,8,2,1,No,3,0,Attached,2.1,,,Ranch
10612744,CLSD,3/10/2020,849000,2 Stories,2001,2201,cottonwood,25,60026,3013,12,3,1,Yes,4,1,Attached,2,,,Colonial
10354183,CLSD,6/28/2019,850000,2 Stories,1984,2406,Indian Ridge,25,60026,3319,11,3,1,Yes,4,1,Attached,2,,,
10807725,CLSD,10/1/2020,850000,2 Stories,2005,1821,Aberdeen,25,60025,3109,12,3,1,Yes,4,0,Attached,2,,,Colonial
10333120,CLSD,5/10/2019,850000,2 Stories,2019,235,Neva,25,60025,0,8,3,1,Yes,4,0,Attached,2,,,
10609146,CLSD,4/17/2020,850000,2 Stories,2019,4135,Hampton,25,60026,4659,10,4,1,No,5,0,Attached,3,,,
10862721,CLSD,12/7/2020,852000,2 Stories,2000,1315,Hollywood,25,60025,3891,11,5,1,Yes,5,0,Attached,2,,,
10703295,CLSD,6/23/2020,852500,2 Stories,2001,2183,Cottonwood,25,60026,3013,14,3,1,Yes,5,1,Attached,2,,,Colonial
10331815,CLSD,4/17/2020,852500,2 Stories,2017,1066,Ironwood,25,60025,3279,13,5,0,Yes,4,1,Attached,2,,,Traditional
10363190,CLSD,6/28/2019,855000,2 Stories,1957,916,Surrey,25,60025,2570,8,4,0,,4,0,Attached,2,,,
10813352,CLSD,10/28/2020,855000,2 Stories,2007,1347,Prairie Lawn,25,60026,3288,11,4,1,No,4,0,Attached,3,,1650,Colonial
10550704,CLSD,4/10/2020,857500,2 Stories,2008,3117,Springdale,25,60025,4050,13,4,1,Yes,4,1,Attached,2,,1400,French Provincial
10342621,CLSD,6/28/2019,860000,2 Stories,2005,2725,SUMMIT,25,60025,3773,12,4,1,Yes,3,1,Attached,2,,,
10172754,CLSD,7/10/2019,860000,2 Stories,1953,717,Indian,25,60025,3457,14,3,1,No,5,0,Attached,3,,0,Colonial
