MLS #,Stat,Closed Date,Sold Pr,Type,Yr Blt,Street #,Str Name,Area,Zip,ASF,# Rms,# Full Baths,# Half Baths,Bsmt Bth,Beds,Bsmt. Beds,Garage Type,# Garage Spaces,# Parking Spaces,Total Bsmnt SF,Style
10817270,CLSD,10/5/2020,860000,2 Stories,2016,2966,Wilson,25,60026,2625,8,2,1,No,3,0,Attached,2,,,
10705703,CLSD,10/16/2020,860000,Other,1958,1225,Huber,25,60025,3500,8,4,1,Yes,4,0,Attached,2,,,
10622047,CLSD,4/17/2020,861000,2 Stories,2001,2217,Cottonwood,25,60026,3491,10,4,1,Yes,5,0,Attached,2,,1332,Bungalow
10764781,CLSD,10/30/2020,863380,2 Stories,2005,612,SPRUCE,25,60025,3800,10,3,1,Yes,4,1,Attached,2,,,Colonial
10475144,CLSD,12/26/2019,865000,2 Stories,2001,1532,Buckingham Glen,25,60026,2931,12,3,1,Yes,4,1,Attached,2,,,Colonial
10260526,CLSD,4/1/2019,865000,2 Stories,2001,2100,Thistle,25,60026,3354,12,3,1,Yes,4,1,Attached,2,,,Colonial
10726739,CLSD,7/16/2020,868000,2 Stories,2004,1625,Woodlawn,25,60025,4437,12,4,1,Yes,5,0,Attached,3,,1200,
10578200,CLSD,1/30/2020,870000,2 Stories,1960,1022,Kenilworth,25,60025,3292,11,3,1,Yes,4,0,Attached,2,,,
10167389,CLSD,4/1/2019,870000,Split Level w/ Sub,1956,921,Glenayre,25,60025,0,11,3,1,No,4,0,Attached,2,,,
10779023,CLSD,8/27/2020,870000,2 Stories,2001,1464,Kittyhawk,25,60026,3240,12,3,0,No,4,1,Attached,2,,2000,
10646246,CLSD,8/24/2020,871623,2 Stories,2020,1068,Ironwood,25,60025,3236,9,4,0,No,4,0,Attached,2,,,
10619952,CLSD,7/8/2019,872072,2 Stories,2018,1234,Parker,25,60025,2317,7,2,1,No,3,0,Attached,2,,,Traditional
10812022,CLSD,10/26/2020,872500,2 Stories,2013,915,Rolling Pass,25,60025,3051,12,4,1,Yes,4,1,Detached,2,,1500,
10449334,CLSD,1/17/2020,872500,2 Stories,2001,2339,Chestnut,25,60026,2822,12,3,1,Yes,5,0,Attached,2,,,Colonial
10792818,CLSD,10/2/2020,874783,2 Stories,2018,338,Spruce,25,60025,3200,11,4,1,Yes,4,1,Attached,2,,,Contemporary
10379082,CLSD,8/2/2019,875000,2 Stories,1962,1333,Sleepy Hollow,25,60025,2678,10,4,1,Yes,4,0,Attached,2.5,,,
10391206,CLSD,6/27/2019,875000,Other,1961,3703,Springdale,25,60025,3999,11,4,1,Yes,5,0,Attached,2,,,
10318181,CLSD,7/19/2019,875000,2 Stories,2000,1855,Wyndham,25,60025,3022,12,3,1,Yes,3,1,Attached,2,,,
10642374,CLSD,6/4/2020,875000,2 Stories,1998,2000,Dewes,25,60025,3618,12,4,1,No,5,0,Attached,2,,,
10615851,CLSD,5/4/2020,875000,2 Stories,2008,227,Washington,25,60025,3300,10,4,1,Yes,4,0,Attached,2,,,
10158788,CLSD,3/19/2019,875000,2 Stories,2001,1667,Bluestem,25,60026,3600,10,3,1,No,4,0,Attached,2.5,,,Colonial
10608722,CLSD,5/8/2020,875000,2 Stories,1941,1423,HAWTHORNE,25,60025,3310,10,3,1,Yes,4,0,Attached,2.5,,,Cape Cod
10608156,CLSD,3/27/2020,875000,2 Stories,1994,2035,Wagner,25,60025,4200,15,4,0,Yes,5,0,Attached,2.5,6,,Contemporary
10699193,CLSD,5/29/2020,880371,2 Stories,2020,1080,Ironwood,25,60025,3236,9,4,0,No,4,0,Attached,2,,,
10549818,CLSD,12/23/2019,882500,2 Stories,1943,1760,Grove,25,60025,3923,13,3,2,No,5,0,Attached,2.5,,,French Provincial
10607060,CLSD,4/30/2020,885000,2 Stories,1941,901,Club,25,60025,4008,13,3,2,Yes,4,1,Attached,2.5,,,Colonial
10773766,CLSD,11/23/2020,890000,1 Story,1955,2130,Swainwood,25,60025,2016,4,2,1,Yes,4,0,Attached,2,,,Ranch
10772497,CLSD,9/18/2020,890000,2 Stories,1987,2403,Saranac,25,60026,4474,13,5,1,Yes,5,0,Attached,3,,,Colonial
10640800,CLSD,4/30/2020,895000,2 Stories,1958,2541,Bel Air,25,60025,3800,11,4,1,Yes,5,1,Attached,2,,,Other
10749149,CLSD,8/17/2020,895000,2 Stories,UNK,1340,Pine,25,60025,4908,13,5,1,Yes,5,1,Attached,2,,,Colonial
10500494,CLSD,3/2/2020,895000,2 Stories,1954,37,Park,25,60029,3913,10,4,1,Yes,4,1,Attached,2,,,Contemporary
10809981,CLSD,10/22/2020,895000,2 Stories,2010,808,Glenshire,25,60025,3652,11,4,1,Yes,4,0,Attached,2,,,Colonial
10790571,CLSD,10/15/2020,899000,2 Stories,1996,2110,Inverness,25,60026,6000,15,3,2,Yes,5,0,Attached,2,,1500,
10878295,CLSD,11/20/2020,900000,2 Stories,1999,2287,Timothy,25,60026,4232,11,3,1,Yes,4,1,Attached,2,,0,
10098836,CLSD,2/28/2019,900000,2 Stories,1958,1842,Wagner,25,60025,0,10,3,1,No,4,0,Attached,2,,,
10415243,CLSD,12/16/2019,900000,2 Stories,2001,2326,Fielding,25,60026,3000,13,3,1,Yes,5,0,Attached,2,,,Colonial
10910825,CLSD,12/28/2020,900000,2 Stories,2004,1740,Stevens,25,60025,3259,12,4,1,Yes,4,1,Attached,2,,,
10590186,CLSD,6/26/2020,902000,2 Stories,1929,949,Golfview,25,60025,3600,11,3,2,Yes,4,0,Detached,2.5,,,Tudor
10679744,CLSD,6/22/2020,902500,2 Stories,1958,1114,Longvalley,25,60025,2603,8,3,0,No,4,0,Attached,2,,,
10708654,CLSD,8/11/2020,903500,2 Stories,2000,3618,Ari,25,60026,5332,14,5,1,Yes,6,0,Attached,3,,,Colonial
10767340,CLSD,10/16/2020,904200,2 Stories,1984,2324,Mohawk,25,60026,3828,13,4,1,Yes,4,0,Attached,3,,1497,Colonial
10712665,CLSD,6/30/2020,905000,Split Level w/ Sub,1968,1430,Longvalley,25,60025,3336,10,4,0,Yes,4,1,Attached,2,,1000,
10707223,CLSD,8/20/2020,905000,2 Stories,1915,1965,Prairie,25,60025,3000,11,3,1,Yes,4,1,Detached,2,,,
10638052,CLSD,4/23/2020,906500,2 Stories,2015,1921,Dauntless,25,60026,2709,8,2,1,No,3,0,Attached,2,,,
10168186,CLSD,1/8/2019,910000,2 Stories,2016,2878,Wilson,25,60026,2709,4,2,1,No,3,0,Attached,2,,,
10595723,CLSD,3/27/2020,920000,2 Stories,1966,1040,Kenilworth,25,60025,3931,11,3,1,No,4,0,Attached,2.5,,,Colonial
10729474,CLSD,10/23/2020,920000,2 Stories,2008,714,Glenshire,25,60025,3500,11,4,1,Yes,4,1,Attached,2,,,
10335647,CLSD,7/19/2019,920000,2 Stories,1929,720,Forest,25,60025,4331,11,3,2,Yes,4,0,Attached,2,4,865,
10269653,CLSD,4/12/2019,920000,2 Stories,1949,800,Chatham,25,60025,4020,13,5,1,Yes,4,0,Attached,2,,0,Colonial
10258879,CLSD,4/1/2019,925000,2 Stories,2001,1643,Constitution,25,60026,2700,12,3,1,Yes,4,1,Attached,3,,,Colonial
10099038,CLSD,10/18/2019,925000,2 Stories,2001,830,PLEASANT,25,60025,4681,10,5,1,No,4,0,Attached,3.1,,,Colonial
10731895,CLSD,8/19/2020,926000,1.5 Story,1945,645,Juniper,25,60025,4459,13,3,1,No,4,0,Detached,2.5,,,Cape Cod
10775074,CLSD,9/4/2020,930000,2 Stories,1948,31,Briar,25,60029,0,10,3,1,No,4,0,Attached,2,,,
10759202,CLSD,10/5/2020,930000,Split Level w/ Sub,1965,745,Becker,25,60025,4200,10,4,1,No,6,0,Detached,4,,,
10752156,CLSD,12/30/2020,930000,2 Stories,1936,1220,Westview,25,60025,3400,11,3,1,No,4,0,Attached,2,,,Colonial
09994638,CLSD,3/15/2019,930000,2 Stories,2017,336,Lincoln,25,60025,3763,11,4,1,Yes,4,1,Attached,2,,,Traditional
10336488,CLSD,3/9/2020,930000,2 Stories,1949,620,Windsor,25,60025,3044,12,3,2,Yes,5,0,Attached,2,,,
10167132,CLSD,11/22/2019,930000,1 Story,1978,25,Overlook,25,60029,3874,12,4,1,Yes,4,1,Attached,3,,,Ranch
10805594,CLSD,9/25/2020,932500,2 Stories,1956,1785,Robincrest,25,60025,3000,12,4,0,Yes,6,0,Attached,2,,,
10636763,CLSD,5/11/2020,935000,2 Stories,1941,631,Indian,25,60025,0,11,3,1,No,4,0,Attached,2,,,Colonial
10642956,CLSD,8/12/2020,935000,Split Level,1957,1246,Longvalley,25,60025,3450,10,3,1,Yes,4,0,Attached,2,,,
10471445,CLSD,2/11/2020,935000,2 Stories,2007,609,Glenshire,25,60025,4408,13,4,1,No,4,0,Attached,3.5,5,2204,
10356125,CLSD,8/2/2019,939000,2 Stories,2001,1592,Primrose,25,60026,4412,12,5,1,No,6,0,Attached,3,,,
10290053,CLSD,6/10/2019,940000,2 Stories,1955,400,Branch,25,60025,0,10,4,0,Yes,4,1,Attached,2,,,
10273493,CLSD,4/24/2019,940000,2 Stories,2002,2344,Dewes,25,60025,4107,10,4,1,Yes,4,0,Attached,3,,2174,French Provincial
10172882,CLSD,5/13/2019,940000,2 Stories,2001,1691,Constitution,25,60026,3019,11,4,0,Yes,4,0,Attached,2,,1566,Colonial
10757200,CLSD,7/31/2020,940000,2 Stories,1956,1241,Swainwood,25,60025,3200,12,4,0,Yes,5,1,Attached,2,,1600,
10056956,CLSD,2/15/2019,944000,2 Stories,2003,1719,Constitution,25,60026,3342,14,4,0,Yes,5,1,Attached,3,,,Colonial
10470541,CLSD,10/4/2019,945000,2 Stories,2007,1811,Rogers,25,60025,3981,12,5,0,Yes,5,1,Attached,2,,0,French Provincial
10559014,CLSD,2/7/2020,946000,Raised Ranch,1957,830,Glenayre,25,60025,4344,13,4,2,Yes,4,0,Attached,3,,,
10615857,CLSD,7/1/2020,950000,Split Level,1960,1020,Huckleberry,25,60025,2454,8,3,2,Yes,4,0,Attached,2,,,
10754539,CLSD,9/1/2020,952500,2 Stories,2011,1784,Central,25,60025,4881,12,5,1,Yes,4,2,Attached,3,,,
10376134,CLSD,7/19/2019,960000,2 Stories,2001,1650,Constitution,25,60026,3243,10,3,1,Yes,5,1,Attached,3,,,
10685787,CLSD,8/14/2020,960000,2 Stories,2013,1367,KENSINGTON,25,60025,4850,14,4,1,Yes,4,1,Attached,2.5,,,Colonial
10128629,CLSD,5/24/2019,960000,2 Stories,2019,1138,Pfingsten,25,60025,4035,12,5,1,Yes,4,1,Attached,2,,,Colonial
10409382,CLSD,9/9/2019,962500,2 Stories,2001,1599,Patriot,25,60026,3963,12,4,1,Yes,4,1,Attached,3,,,Colonial
10446995,CLSD,9/24/2019,965000,2 Stories,2013,1375,KENSINGTON,25,60025,5002,14,4,1,Yes,4,1,Attached,2.5,,,
10126747,CLSD,3/1/2019,965000,2 Stories,2007,2004,Dewes,25,60025,4038,13,5,0,Yes,5,1,Detached,2,,,Colonial
10736021,CLSD,8/17/2020,970000,2 Stories,1947,1904,Glen Oak,25,60025,3300,11,4,1,Yes,5,0,Attached,3,,,
10719785,CLSD,8/14/2020,970000,2 Stories,2001,1542,Bluestem,25,60026,4632,14,3,1,Yes,4,1,Attached,2,,,Colonial
10436509,CLSD,1/31/2020,970000,2 Stories,1981,1,Orchard,25,60029,6356,11,4,1,Yes,4,0,Attached,3,,1625,Colonial
10631407,CLSD,8/3/2020,974000,2 Stories,2018,2800,Central,25,60025,4000,11,4,1,Yes,4,1,Attached,2,,,Colonial
10135913,CLSD,5/9/2019,975000,2 Stories,2001,1667,Constitution,25,60026,4488,13,4,0,Yes,5,0,Attached,2,,,
10465030,CLSD,12/4/2019,975000,2 Stories,1999,2299,Timothy,25,60026,3013,9,3,1,Yes,4,0,Attached,2,,,
10406308,CLSD,8/28/2019,975000,2 Stories,2005,610,GLENDALE,25,60025,6737,15,5,1,Yes,5,1,Attached,3,,,
10166351,CLSD,5/10/2019,975000,2 Stories,UNK,1771,Central,25,60025,3811,11,4,1,Yes,4,1,Attached,2.5,,,Colonial
10472036,CLSD,9/10/2019,975000,1 Story,1949,744,Greenacres,25,60025,2841,10,3,0,Yes,3,0,Attached,2,,,Ranch
10124221,CLSD,1/11/2019,980000,2 Stories,1999,1309,Evergreen,25,60025,4008,13,4,1,Yes,4,1,Attached,3,,,Colonial
10493262,CLSD,10/30/2019,985000,2 Stories,2019,2000,Robincrest,25,60025,2813,9,3,0,No,4,0,Attached,3,,,
10304546,CLSD,4/30/2019,999900,2 Stories,2003,3001,Independence,25,60026,3708,10,3,1,No,4,0,Detached,2,,,
10321096,CLSD,10/1/2019,1000000,2 Stories,1952,634,Garden,25,60025,3100,8,3,1,Yes,4,0,Attached,2,,,
10659787,CLSD,4/30/2020,1000000,1 Story,1960,750,Becker,25,60025,2399,10,3,1,No,5,0,Attached,2,,,
10337711,CLSD,8/1/2019,1000000,2 Stories,2001,1452,Kittyhawk,25,60026,3701,12,4,1,Yes,4,1,Attached,2,,,
10300020,CLSD,7/26/2019,1005000,2 Stories,2008,901,Wedel,25,60025,3950,13,4,1,Yes,4,1,Attached,2,,1975,Colonial
10270683,CLSD,4/5/2019,1005000,2 Stories,1955,859,Central,25,60025,4953,11,4,1,Yes,4,0,Attached,2,,,Colonial
10407609,CLSD,9/3/2019,1010000,2 Stories,2001,1457,Midway,25,60026,4403,10,3,1,No,4,0,Attached,2,,,
10451464,CLSD,1/9/2020,1020000,2 Stories,2015,330,Nora,25,60025,0,13,5,1,Yes,5,1,Attached,2,,,
10149510,CLSD,3/21/2019,1020000,2 Stories,2004,1620,Monterey,25,60026,4744,13,5,1,No,5,0,Attached,3,,,Colonial
10037997,CLSD,7/25/2019,1022000,2 Stories,1960,2430,Sumac,25,60025,3500,11,4,0,No,5,0,Attached,2,,,
10303712,CLSD,5/22/2019,1025000,2 Stories,2001,2597,Independence,25,60026,3890,10,3,1,No,4,0,Attached,2,,1800,
10397794,CLSD,9/9/2019,1040000,2 Stories,2003,2200,Fielding,25,60026,4042,14,4,1,Yes,4,1,Attached,2,,,
10473456,CLSD,9/30/2019,1040000,2 Stories,2005,1967,Prairie,25,60025,0,13,4,1,Yes,5,1,Detached,2,3,,
10789108,CLSD,10/27/2020,1040000,2 Stories,2001,1650,Primrose,25,60026,4160,13,6,1,Yes,5,0,Attached,2,,,
10597563,CLSD,8/21/2020,1045000,2 Stories,1999,835,Arbor,25,60025,5592,11,4,1,No,5,0,Attached,3,,1024,Traditional
10124171,CLSD,4/24/2019,1050000,2 Stories,2012,1034,Burton,25,60025,3971,9,5,1,Yes,4,1,Attached,2,,0,
10755015,CLSD,11/30/2020,1050000,1 Story,2001,2516,Independence,25,60026,2610,9,3,0,Yes,3,0,Attached,2.5,,,
10512814,CLSD,1/23/2020,1050000,2 Stories,2001,1550,Constitution,25,60026,4706,17,4,1,Yes,4,2,Attached,3,,,Colonial
10256678,CLSD,5/13/2019,1050000,2 Stories,2001,3632,Keenan,25,60026,4315,14,5,1,Yes,5,1,Attached,4,,0,Colonial
10785731,CLSD,9/1/2020,1050000,2 Stories,1960,840,Timberline,25,60025,3811,12,3,3,Yes,4,0,Attached,3,,,
10265029,CLSD,4/12/2019,1059000,2 Stories,2001,1443,Midway,25,60026,4502,12,4,0,No,5,0,Attached,3,,,
10627142,CLSD,4/18/2020,1060000,2 Stories,1967,1720,Ridgewood,25,60025,3318,9,2,1,No,5,0,Attached,3,,,
10020899,CLSD,1/31/2019,1062500,2 Stories,1951,1213,Spruce,25,60025,3750,11,3,2,Yes,5,0,Attached,2,,,
10696241,CLSD,6/12/2020,1065000,2 Stories,1942,635,York,25,60025,3074,9,2,1,No,4,0,Attached,2,,888,
10682847,CLSD,8/26/2020,1070000,2 Stories,2017,804,Glendale,25,60025,3761,10,4,1,Yes,4,0,Attached,3,,2571,
10694948,CLSD,6/30/2020,1075000,2 Stories,2019,226,Washington,25,60025,3800,11,6,0,Yes,5,1,Attached,2,,1500,Colonial
10615150,CLSD,4/27/2020,1075000,2 Stories,2019,619,MEADOW,25,60025,6157,12,5,1,Yes,5,1,Attached,3,,,
10165110,CLSD,4/1/2019,1083000,2 Stories,2001,1510,Midway,25,60026,4253,13,4,1,Yes,4,1,Attached,3,,,Colonial
10405037,CLSD,8/15/2019,1085000,2 Stories,2008,707,Glendale,25,60025,6122,13,5,0,Yes,5,1,Attached,3,,,Colonial
10385779,CLSD,2/11/2020,1087500,2 Stories,1998,59,OVERLOOK,25,60029,0,15,4,1,Yes,5,0,Attached,3,,,
10482080,CLSD,10/8/2019,1090000,2 Stories,1955,859,Central,25,60025,4953,11,4,1,Yes,4,0,Attached,2,,,Colonial
10761850,CLSD,8/17/2020,1090000,2 Stories,2015,223,Elm,25,60025,4772,10,4,1,No,5,0,Attached,2,,,Colonial
10827856,CLSD,10/30/2020,1095000,2 Stories,2006,816,Wagner,25,60025,6000,13,5,1,Yes,5,1,Attached,2,,,
10362189,CLSD,7/24/2019,1095000,2 Stories,2018,1401,Pendleton,25,60025,3674,11,3,1,Yes,4,0,Attached,2,,1118,Contemporary
10134336,CLSD,1/14/2019,1100000,2 Stories,2001,1536,Meadow,25,60025,3520,11,4,0,Yes,5,0,Attached,3,4,,
10863254,CLSD,11/30/2020,1100000,2 Stories,2001,2237,Henley,25,60025,4036,13,4,1,Yes,5,1,Attached,3,,,
10730196,CLSD,8/7/2020,1100000,2 Stories,1987,1711,Highland,25,60025,4216,10,4,2,Yes,6,0,Attached,2,,,
10911033,CLSD,12/4/2020,1100000,2 Stories,2020,220,Elm,25,60025,4500,11,4,1,Yes,4,1,Attached,2,,1200,Farmhouse
10395856,CLSD,7/26/2019,1100000,2 Stories,2019,2908,Linneman,25,60025,4763,11,5,0,Yes,4,1,Attached,2,,0,Traditional
10446974,CLSD,11/8/2019,1100000,2 Stories,2015,1773,Robincrest,25,60025,3400,12,5,2,Yes,5,1,Attached,2,,,
10357662,CLSD,7/12/2019,1100000,2 Stories,2002,906,Queens,25,60025,4140,15,6,1,Yes,5,1,Attached,3,,,Colonial
10580491,CLSD,9/2/2020,1100000,2 Stories,2007,835,Wagner,25,60025,8335,17,5,1,Yes,5,1,Attached,3,,2290,
10823718,CLSD,10/23/2020,1100000,2 Stories,2004,3081,Saratoga,25,60026,4357,14,4,1,Yes,4,1,Attached,2,,,
10762324,CLSD,9/15/2020,1101528,2 Stories,2007,1434,Woodlawn,25,60025,0,12,5,1,Yes,4,1,Attached,3,,,Colonial
10779860,CLSD,11/6/2020,1107000,2 Stories,2001,1748,Constitution,25,60026,4706,11,4,0,No,4,0,Attached,3,,,Colonial
10604003,CLSD,4/1/2020,1110000,2 Stories,2007,735,Wagner,25,60025,3657,11,4,2,Yes,5,0,Attached,2,,,
10318305,CLSD,5/21/2019,1112000,2 Stories,1963,2200,Swainwood,25,60025,3022,11,3,1,No,4,0,Attached,2,,,Colonial
10823751,CLSD,10/2/2020,1123000,2 Stories,2020,2452,Bel Air,25,60025,4100,13,6,0,Yes,5,1,Attached,2,,,
10366185,CLSD,8/27/2019,1123800,2 Stories,2008,1307,Sherwood,25,60025,3278,11,4,1,Yes,4,1,Attached,2,,,
10698232,CLSD,6/10/2020,1130000,2 Stories,2008,220,Wilmette,25,60025,3482,13,5,1,Yes,6,0,Attached,2,,,Colonial
10262843,CLSD,4/30/2019,1142500,2 Stories,2001,1748,Primrose,25,60026,4412,13,5,1,Yes,5,1,Attached,2.5,,,Colonial
10826886,CLSD,9/10/2020,1149912,2 Stories,2018,2113,Glen Oak,25,60025,5500,13,5,1,Yes,5,1,Attached,3,,1875,Colonial
10776079,CLSD,10/15/2020,1150000,2 Stories,1942,735,Normandy,25,60025,4248,12,3,2,Yes,4,0,Attached,3,,2250,Colonial
10842279,CLSD,11/6/2020,1150000,2 Stories,2005,1699,Saratoga,25,60026,4937,11,3,1,No,4,0,Attached,2,,2400,
10790840,CLSD,10/30/2020,1150000,3 Stories,2001,1547,Kaywood,25,60025,5500,14,4,1,No,6,0,Attached,3,,,
10300777,CLSD,5/16/2019,1150000,2 Stories,2018,337,Spruce,25,60025,3271,13,4,1,Yes,4,1,Attached,2,,1483,Colonial
10157573,CLSD,4/5/2019,1150000,2 Stories,2018,3305,Linneman,25,60025,7094,15,5,1,Yes,6,1,Attached,3,,,
10648267,CLSD,7/24/2020,1150000,2 Stories,2019,1826,George,25,60025,4000,12,4,1,Yes,4,1,Attached,2,,,Farmhouse
09950708,CLSD,2/6/2019,1150000,2 Stories,1940,730,Chatham,25,60025,0,14,4,1,Yes,4,0,Attached,3,,,Colonial
10527537,CLSD,3/26/2020,1155000,2 Stories,2019,201,Wilmette,25,60025,5248,13,4,1,Yes,4,1,Attached,2,,0,"Traditional, Other"
10375396,CLSD,7/26/2019,1160000,2 Stories,2001,1713,Primrose,25,60026,4098,13,5,1,Yes,5,1,Attached,2.5,,,Colonial
10419109,CLSD,9/12/2019,1160000,2 Stories,2016,345,Lincoln,25,60025,4000,12,5,0,Yes,5,1,Attached,2,,,
10265214,CLSD,4/11/2019,1160000,2 Stories,2009,1021,Linden,25,60025,0,12,5,1,Yes,5,0,Attached,3,,,
10753150,CLSD,7/31/2020,1175000,2 Stories,2020,237,Montgomery,25,60025,3300,11,4,1,Yes,4,0,Detached,2,,,
10853669,CLSD,11/30/2020,1175000,1 Story,UNK,1020,Forestview,25,60025,3400,12,3,1,Yes,3,1,Attached,2,2,,Ranch
10722333,CLSD,8/28/2020,1175000,2 Stories,2001,1443,Midway,25,60026,4424,17,5,0,Yes,5,1,Attached,3,,,
10354485,CLSD,5/30/2019,1175000,2 Stories,2006,935,Huckleberry,25,60025,4700,10,4,1,Yes,5,0,Attached,2,,,Colonial
10603332,CLSD,7/7/2020,1175000,2 Stories,1947,638,Glenayre,25,60025,0,12,4,0,No,4,0,Attached,2.5,,,Colonial
10601303,CLSD,4/24/2020,1175000,2 Stories,2007,1944,North,25,60025,4265,11,4,1,Yes,5,1,Attached,2,,,
10589174,CLSD,3/27/2020,1175000,2 Stories,2019,933,Echo,25,60025,3500,13,5,0,Yes,5,1,Attached,2,,1450,
10340652,CLSD,7/29/2019,1175000,2 Stories,2001,49,Briar,25,60029,6328,13,4,2,Yes,5,0,Attached,3.5,,,
10351710,CLSD,7/2/2019,1185000,2 Stories,2001,2298,Thistle,25,60026,4412,12,4,1,No,5,0,Attached,2.5,,,Colonial
10697151,CLSD,7/31/2020,1195000,2 Stories,2012,1417,Canterbury,25,60025,3597,12,5,1,Yes,4,1,Attached,2,,,
10588979,CLSD,7/20/2020,1195000,2 Stories,1998,1770,Harrison,25,60025,6000,10,5,1,Yes,6,0,Attached,3,,,Bi-Level
10784557,CLSD,9/25/2020,1200000,2 Stories,2014,925,Lenox,25,60025,2840,10,4,1,Yes,4,0,Attached,2.5,,1550,Farmhouse
10890257,CLSD,12/11/2020,1200000,2 Stories,2005,1601,Cabot,25,60026,4700,16,3,1,No,5,0,Attached,3,,2300,Georgian
10032815,CLSD,1/16/2019,1200000,2 Stories,1950,815,Windsor,25,60025,2700,7,4,0,Yes,3,1,Attached,2,,,
10754921,CLSD,8/13/2020,1200000,2 Stories,2013,1318,Canterbury,25,60025,3678,12,4,1,Yes,4,1,Attached,2,,,
10609828,CLSD,8/10/2020,1200000,3 Stories,2012,1617,Meadow,25,60025,4800,10,4,1,Yes,4,1,Attached,3,,,Colonial
09922158,CLSD,2/1/2019,1205000,2 Stories,2018,2312,Robincrest,25,60025,3671,11,5,1,Yes,4,1,Attached,3,,,Colonial
10787381,CLSD,9/25/2020,1210000,2 Stories,2020,649,Elmgate,25,60025,3355,11,5,1,Yes,4,1,Attached,2,,,
10835488,CLSD,10/1/2020,1210000,2 Stories,2003,1183,Somerset,25,60025,4965,15,6,2,Yes,5,1,Attached,3,,,Traditional
10755168,CLSD,7/30/2020,1212500,2 Stories,1952,600,Glenayre,25,60025,0,12,4,1,Yes,5,0,Attached,2,,,Colonial
10716190,CLSD,8/25/2020,1215000,2 Stories,2001,2659,Independence,25,60026,3728,13,4,1,Yes,5,1,Attached,2.5,,,Cape Cod
10521498,CLSD,2/14/2020,1216000,4+ Stories,1955,630,York,25,60025,0,11,3,0,No,4,1,Attached,2,,,Prairie
10545680,CLSD,10/16/2020,1218999,2 Stories,2020,3607,Linneman,25,60025,7094,13,5,1,Yes,5,1,Attached,3,,,
10750761,CLSD,9/16/2020,1230000,2 Stories,1943,50,Briar,25,60029,3778,12,3,1,No,4,0,Attached,2.5,,,French Provincial
10519747,CLSD,11/27/2019,1230000,1 Story,2005,629,Wagner,25,60025,3899,10,2,1,No,3,0,Attached,2.5,,,Ranch
10355618,CLSD,5/31/2019,1235000,2 Stories,2012,1490,Pleasant,25,60025,0,13,4,1,Yes,4,1,Attached,2,,,
10852533,CLSD,11/20/2020,1239350,2 Stories,1943,640,Glenayre,25,60025,3500,11,4,1,Yes,4,1,Attached,2,,,Colonial
10725605,CLSD,11/6/2020,1249000,2 Stories,2020,911,Echo,25,60025,4820,13,4,1,Yes,4,1,Attached,2,1,0,Contemporary
10683825,CLSD,8/7/2020,1249000,2 Stories,2005,1510,Brandon,25,60025,3744,12,4,1,Yes,4,1,Attached,2,,,
10404590,CLSD,9/5/2019,1249000,2 Stories,2013,1695,Portage Run,25,60025,3906,14,3,1,Yes,3,1,Attached,3,,,Colonial
10254295,CLSD,4/30/2019,1250000,2 Stories,2018,2244,Dewes,25,60025,0,12,4,1,Yes,4,1,Attached,2,,0,Prairie
10454133,CLSD,3/6/2020,1250000,2 Stories,2020,631,Garden,25,60025,5300,11,4,1,Yes,4,1,Attached,2,,1500,
10483996,CLSD,10/24/2019,1252000,2 Stories,2019,2022,Dewes,25,60025,3728,13,5,0,Yes,5,1,Attached,2,,,
10354713,CLSD,6/28/2019,1255000,2 Stories,2001,1701,Primrose,25,60026,4231,12,5,1,Yes,5,1,Attached,2,,,
10526554,CLSD,12/2/2019,1255000,2 Stories,2009,2041,Brandon,25,60025,4500,12,4,1,Yes,4,1,Attached,3,,2000,Traditional
10751373,CLSD,9/23/2020,1260000,2 Stories,2020,1766,Longvalley,25,60025,6000,14,5,1,Yes,5,2,Attached,2,,,
10368880,CLSD,8/29/2019,1265000,2 Stories,2004,912,Polo,25,60025,0,10,4,1,Yes,4,1,Attached,2,,,
10728139,CLSD,9/25/2020,1265000,2 Stories,2020,709,Glenwood,25,60025,4593,13,5,1,Yes,5,1,Attached,3,,,
10693488,CLSD,7/10/2020,1270000,2 Stories,2020,1805,Robincrest,25,60025,4100,13,4,1,Yes,4,1,Attached,2,,,
10791570,CLSD,9/4/2020,1275000,2 Stories,2020,710,Lincoln,25,60025,3690,10,4,1,Yes,4,1,Attached,2,,,Traditional
10743613,CLSD,8/17/2020,1275000,2 Stories,2001,2675,Independence,25,60026,3900,13,4,1,Yes,5,1,Attached,4,,,Colonial
10794463,CLSD,11/30/2020,1285000,2 Stories,2002,1414,Canterbury,25,60025,4528,14,5,1,Yes,5,0,Attached,3,,,Traditional
10712334,CLSD,12/22/2020,1292500,2 Stories,2020,1921,Henley,25,60025,3350,12,4,1,Yes,4,1,Attached,2,,1500,
10170643,CLSD,6/21/2019,1300000,2 Stories,2018,1719,Maplewood,25,60025,4698,11,4,1,Yes,4,1,Attached,2,,1354,
10102175,CLSD,5/31/2019,1300000,2 Stories,2018,1046,HUNTER,25,60025,4100,12,4,1,Yes,4,1,Attached,2,,0,
10036627,CLSD,8/12/2019,1300000,2 Stories,2018,1019,Golfview,25,60025,4000,12,4,1,Yes,4,1,Attached,2,,,Traditional
10450511,CLSD,11/15/2019,1305000,2 Stories,1940,750,Glendale,25,60025,0,12,4,1,Yes,4,0,"Attached, Detached",3,,,Colonial
