MLS #,YearClosed,SoldPr,SFH,Condo,Duplex,Townhouse,YearBuilt,New,Recent,20A,19A,19B,19C,19D,Pre1900,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,AttachedGarage,GarageSpaces,ParkingSpaces,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Stat,recent,new
10478941,2019,451663.68749999994,0,1,0,0,1917,0,,0,0,0,0,1,0,1352,4,1,1,0,1,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10568892,2019,461224.37499999994,0,1,0,0,1962,0,,0,0,1,0,0,0,1300,5,2,0,0,2,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10299057,2019,462274.99999999994,0,0,0,1,1957,0,,0,0,1,0,0,0,1439,5,2,1,0,2,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10927367,2020,460737.49999999994,0,1,0,0,1998,0,,0,1,0,0,0,0,1870,6,2,0,0,3,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10279711,2019,493793.74999999994,0,1,0,0,1968,0,,0,0,1,0,0,0,1500,6,2,0,0,2,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10596927,2020,481749.99999999994,0,1,0,0,2007,0,,1,0,0,0,0,0,1200,4,2,0,0,2,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10124792,2019,504299.99999999994,0,0,0,1,1979,0,,0,1,0,0,0,0,2200,8,2,1,0,4,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10650243,2020,512499.99999999994,0,0,0,1,1965,0,,0,0,1,0,0,0,1684,7,3,0,0,3,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10557391,2020,512499.99999999994,0,1,0,0,1969,0,,0,0,1,0,0,0,2167,6,3,0,0,3,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10302763,2019,535713.6875,0,1,0,0,1970,0,,0,0,1,0,0,0,1600,5,2,0,0,2,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10825580,2020,527875.0,0,1,0,0,1970,0,,0,0,1,0,0,0,1650,7,2,1,1,3,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10610854,2020,534025.0,0,0,0,1,1965,0,,0,0,1,0,0,0,2780,8,3,1,1,3,0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10792494,2020,537612.5,0,1,0,0,1917,0,,0,0,0,0,1,0,1575,5,2,0,0,2,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10483724,2019,551578.125,0,1,0,0,1962,0,,0,0,1,0,0,0,1800,6,2,1,0,3,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10300941,2020,538125.0,0,1,0,0,1969,0,,0,0,1,0,0,0,1722,6,2,0,0,2,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10368764,2020,553500.0,0,1,0,0,1969,0,,0,0,1,0,0,0,1678,6,2,1,0,2,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10144022,2019,585723.4375,0,1,0,0,1998,0,,0,1,0,0,0,0,2200,6,2,1,0,3,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10489621,2019,604109.375,0,1,0,0,1970,0,,0,0,1,0,0,0,2000,6,2,1,0,3,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10862183,2020,676499.9999999999,0,0,0,1,2000,0,,1,0,0,0,0,0,2826,8,3,0,0,3,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10857781,2020,684187.4999999999,0,0,0,1,2000,0,,1,0,0,0,0,0,1600,7,2,1,0,2,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10415704,2019,714425.0,0,0,0,1,1967,0,,0,0,1,0,0,0,1715,7,2,1,0,3,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10710256,2020,702124.9999999999,0,1,0,0,1917,0,,0,0,0,0,1,0,2216,5,2,1,0,2,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10793722,2020,704687.4999999999,0,0,0,1,2000,0,,1,0,0,0,0,0,2700,7,3,1,0,3,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10679083,2020,717499.9999999999,0,1,0,0,1969,0,,0,0,1,0,0,0,3800,8,3,1,0,3,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10675521,2020,789249.9999999999,0,1,0,0,1969,0,,0,0,1,0,0,0,3251,7,3,0,0,3,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10490314,2019,811607.8124999999,0,0,0,1,1966,0,,0,0,1,0,0,0,1862,7,3,1,1,3,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10326201,2019,818436.8749999999,0,0,0,1,2000,0,,1,0,0,0,0,0,2580,9,2,2,1,3,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10301629,2019,847854.3749999999,0,0,0,1,2000,0,,1,0,0,0,0,0,3526,9,2,1,0,3,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10753676,2020,835374.9999999999,0,1,0,0,1964,0,,0,0,1,0,0,0,2145,7,2,1,0,2,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10746542,2020,866124.9999999999,0,1,0,0,1993,0,,0,1,0,0,0,0,2220,6,2,0,0,3,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10416871,2019,935056.2499999999,0,1,0,0,1969,0,,0,0,1,0,0,0,2750,7,2,1,0,2,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10805000,2020,934799.9999999999,0,0,0,1,1969,0,,0,0,1,0,0,0,1715,7,2,1,0,3,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10524111,2019,1082143.75,0,1,0,0,1969,0,,0,0,1,0,0,0,3000,7,4,1,0,3,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10540225,2019,164948.125,1,0,0,0,1962,0,,0,0,1,0,0,0,1175,6,2,0,0,3,0,0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10393117,2020,184499.99999999997,1,0,0,0,1955,0,,0,0,1,0,0,0,1430,7,1,1,0,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10533017,2019,189112.5,1,0,0,0,1960,0,,0,0,1,0,0,0,1872,7,1,1,0,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10510054,2019,214012.31249999997,1,0,0,0,1961,0,,0,0,1,0,0,0,1350,5,2,0,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10772716,2020,210124.99999999997,1,0,0,0,1959,0,,0,0,1,0,0,0,1300,6,1,1,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10430627,2019,215378.12499999997,1,0,0,0,1964,0,,0,0,1,0,0,0,1120,8,1,0,1,4,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10448962,2020,211149.99999999997,1,0,0,0,1958,0,,0,0,1,0,0,0,1104,6,1,1,0,3,0,0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10385377,2019,220631.24999999997,1,0,0,0,1958,0,,0,0,1,0,0,0,1409,7,1,1,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10785451,2020,220374.99999999997,1,0,0,0,1957,0,,0,0,1,0,0,0,1320,6,1,0,0,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10522299,2019,226934.99999999997,1,0,0,0,1962,0,,0,0,1,0,0,0,1060,6,1,0,0,3,0,0,2.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10051465,2019,231137.49999999997,1,0,0,0,1951,0,,0,0,1,0,0,0,1432,4,1,0,0,2,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10758741,2020,228574.99999999997,1,0,0,0,1956,0,,0,0,1,0,0,0,1206,6,2,0,0,3,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10361373,2019,236285.56249999997,1,0,0,0,1922,0,,0,0,0,0,1,0,2239,6,2,0,0,3,0,0,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10608376,2020,230624.99999999997,1,0,0,0,1962,0,,0,0,1,0,0,0,1551,6,1,1,0,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10659098,2020,230624.99999999997,1,0,0,0,1958,0,,0,0,1,0,0,0,2330,7,1,1,0,3,0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10344944,2019,236390.62499999997,1,0,0,0,1956,0,,0,0,1,0,0,0,850,7,2,0,0,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10759681,2020,233187.49999999997,1,0,0,0,1955,0,,0,0,1,0,0,0,1683,6,2,0,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10602540,2020,235749.99999999997,1,0,0,0,1962,0,,0,0,1,0,0,0,1120,7,1,0,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10523130,2019,241643.74999999997,1,0,0,0,1958,0,,0,0,1,0,0,0,1290,7,1,1,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10578755,2020,235749.99999999997,1,0,0,0,1955,0,,0,0,1,0,0,0,1435,6,2,0,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10665584,2020,235749.99999999997,1,0,0,0,1959,0,,0,0,1,0,0,0,1232,6,1,1,0,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10675545,2020,235749.99999999997,1,0,0,0,1955,0,,0,0,1,0,0,0,981,7,1,0,0,3,0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10751227,2020,235749.99999999997,1,0,0,0,1948,0,,0,0,0,1,0,0,1000,4,1,1,0,2,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10680922,2020,239849.99999999997,1,0,0,0,1959,0,,0,0,1,0,0,0,1287,6,1,1,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10878629,2020,240874.99999999997,1,0,0,0,1958,0,,0,0,1,0,0,0,1210,7,1,1,0,4,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10595823,2020,245999.99999999997,1,0,0,0,1958,0,,0,0,1,0,0,0,1463,6,2,0,0,3,0,0,2.1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10315693,2019,252149.99999999997,1,0,0,0,1956,0,,0,0,1,0,0,0,1206,5,2,0,0,3,0,0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10627879,2020,246256.24999999997,1,0,0,0,1967,0,,0,0,1,0,0,0,1027,8,2,0,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10294884,2019,255196.81249999997,1,0,0,0,1958,0,,0,0,1,0,0,0,1210,6,1,1,0,4,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10911896,2021,245000.0,1,0,0,0,1956,0,,0,0,1,0,0,0,1206,6,2,0,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10669909,2020,255224.99999999997,1,0,0,0,1956,0,,0,0,1,0,0,0,1506,7,2,0,0,3,0,0,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10541553,2019,262656.25,1,0,0,0,1956,0,,0,0,1,0,0,0,1177,7,2,0,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10615567,2020,256249.99999999997,1,0,0,0,1962,0,,0,0,1,0,0,0,1175,6,2,0,0,3,0,0,1.5,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10654258,2020,256249.99999999997,1,0,0,0,1958,0,,0,0,1,0,0,0,957,6,2,0,1,2,2,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10453871,2019,262656.25,1,0,0,0,1956,0,,0,0,1,0,0,0,1206,8,2,0,0,3,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10346612,2019,262656.25,1,0,0,0,1946,0,,0,0,0,1,0,0,1498,7,1,0,0,3,0,0,2.5,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10395486,2020,256249.99999999997,1,0,0,0,1961,0,,0,0,1,0,0,0,1092,7,2,0,1,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
9981814,2019,262656.25,1,0,0,0,1948,0,,0,0,0,1,0,0,2028,7,2,0,0,3,0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
9991979,2019,264757.5,1,0,0,0,1956,0,,0,0,1,0,0,0,2420,9,3,0,0,4,0,0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10677006,2020,261272.49999999997,1,0,0,0,1960,0,,0,0,1,0,0,0,1887,8,2,0,0,4,0,0,2.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10509113,2019,267909.375,1,0,0,0,1958,0,,0,0,1,0,0,0,1600,6,1,1,0,3,0,0,2.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10482875,2019,270010.625,1,0,0,0,1960,0,,0,0,1,0,0,0,1662,8,2,0,0,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10410957,2019,271061.25,1,0,0,0,1946,0,,0,0,0,1,0,0,1578,6,1,1,0,2,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10894974,2020,264962.5,1,0,0,0,1961,0,,0,0,1,0,0,0,1073,6,2,0,0,3,0,0,1.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10691864,2020,265475.0,1,0,0,0,1951,0,,0,0,1,0,0,0,1526,8,2,0,0,4,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10809460,2020,266500.0,1,0,0,0,1958,0,,0,0,1,0,0,0,1156,6,1,1,0,3,0,0,2.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10878587,2020,266500.0,1,0,0,0,1960,0,,0,0,1,0,0,0,1263,5,1,1,0,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
9931627,2019,273162.5,1,0,0,0,1959,0,,0,0,1,0,0,0,1344,8,2,0,1,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10311242,2019,273687.8125,1,0,0,0,1958,0,,0,0,1,0,0,0,1319,7,2,0,1,3,0,0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10718955,2020,267525.0,1,0,0,0,1967,0,,0,0,1,0,0,0,1430,8,2,0,1,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10776169,2020,268037.5,1,0,0,0,1957,0,,0,0,1,0,0,0,1254,7,2,0,1,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10125201,2019,275263.75,1,0,0,0,1958,0,,0,0,1,0,0,0,1242,7,2,1,0,3,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10761533,2020,271625.0,1,0,0,0,1955,0,,0,0,1,0,0,0,1888,10,1,1,0,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10859156,2020,271625.0,1,0,0,0,1959,0,,0,0,1,0,0,0,1300,6,1,1,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10300033,2019,278415.625,1,0,0,0,1953,0,,0,0,1,0,0,0,1278,6,1,0,0,3,0,0,2.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10619416,2020,271625.0,1,0,0,0,1943,0,,0,0,0,1,0,0,1813,6,2,0,0,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10765669,2020,271625.0,1,0,0,0,1959,0,,0,0,1,0,0,0,1060,6,2,0,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10481692,2019,278415.625,1,0,0,0,1953,0,,0,0,1,0,0,0,1122,9,2,0,0,3,0,0,1.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10472767,2019,278415.625,1,0,0,0,1960,0,,0,0,1,0,0,0,1250,7,1,1,0,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10440613,2019,278415.625,1,0,0,0,1958,0,,0,0,1,0,0,0,1424,6,1,0,0,3,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10662432,2020,271625.0,1,0,0,0,1955,0,,0,0,1,0,0,0,1310,7,2,0,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10306103,2019,278415.625,1,0,0,0,1962,0,,0,0,1,0,0,0,1600,7,2,0,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10257070,2019,279991.5625,1,0,0,0,1958,0,,0,0,1,0,0,0,1350,7,1,1,0,3,0,0,1.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10300605,2019,282618.125,1,0,0,0,1955,0,,0,0,1,0,0,0,1190,6,1,1,1,2,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10768805,2020,276647.5,1,0,0,0,1948,0,,0,0,0,1,0,0,750,5,1,0,0,2,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10905024,2020,276750.0,1,0,0,0,1953,0,,0,0,1,0,0,0,1134,6,1,0,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10541333,2019,283668.75,1,0,0,0,1960,0,,0,0,1,0,0,0,1263,7,2,0,1,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10480496,2020,276750.0,1,0,0,0,1960,0,,0,0,1,0,0,0,1248,7,2,0,0,3,0,0,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10262041,2019,287345.9375,1,0,0,0,1958,0,,0,0,1,0,0,0,1200,6,1,1,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10090079,2019,288921.875,1,0,0,0,1961,0,,0,0,1,0,0,0,1259,7,1,1,1,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10534663,2019,288921.875,1,0,0,0,1959,0,,0,0,1,0,0,0,1302,6,1,1,1,2,0,0,2.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10595767,2020,281875.0,1,0,0,0,1955,0,,0,0,1,0,0,0,1446,6,1,0,0,3,0,0,2.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10818822,2020,281888.32499999995,1,0,0,0,1957,0,,0,0,1,0,0,0,1281,5,2,0,1,2,0,0,1.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10637446,2020,282297.3,1,0,0,0,1956,0,,0,0,1,0,0,0,1436,9,1,1,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10143786,2019,292073.75,1,0,0,0,1943,0,,0,0,0,1,0,0,1813,7,2,0,0,4,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10395018,2019,294175.0,1,0,0,0,1954,0,,0,0,1,0,0,0,1040,5,1,0,0,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10172861,2019,294175.0,1,0,0,0,1953,0,,0,0,1,0,0,0,1200,8,2,0,0,4,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10688305,2020,287000.0,1,0,0,0,1953,0,,0,0,1,0,0,0,886,5,2,0,1,2,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10385210,2019,294175.0,1,0,0,0,1950,0,,0,0,1,0,0,0,1800,7,2,0,0,3,0,0,2.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10398511,2019,298377.5,1,0,0,0,1953,0,,0,0,1,0,0,0,1134,6,1,0,0,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10256106,2019,299428.125,1,0,0,0,1959,0,,0,0,1,0,0,0,1658,8,2,0,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10722022,2020,293150.0,1,0,0,0,1960,0,,0,0,1,0,0,0,1200,6,2,0,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10589575,2020,293330.39999999997,1,0,0,0,1961,0,,0,0,1,0,0,0,1400,6,1,1,0,2,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10523048,2019,301529.375,1,0,0,0,1960,0,,0,0,1,0,0,0,1450,9,2,0,0,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10345205,2019,303630.625,1,0,0,0,1956,0,,0,0,1,0,0,0,1110,8,1,1,1,3,1,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10855063,2020,297250.0,1,0,0,0,1957,0,,0,0,1,0,0,0,1388,6,1,0,0,3,0,0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
10556920,2020,297250.0,1,0,0,0,1958,0,,0,0,1,0,0,0,1225,7,2,0,0,3,0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLSD,0.0,
