SoldPr,SFH,Condo,Duplex,Townhouse,New,Recent,20A,19A,19B,19C,19D,Pre1900,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces,60002,60025,60026,60029,60035,60053,60062,60067,60076,60077,60091,60201,60202,60203,60625,60626,60638,63104
653437.5,1,0,0,0,0,0,0,1,0,0,0,0,3600,9,3,1,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365812.5,1,0,0,0,0,0,0,0,0,0,0,1,3678,13,3,2,1,5,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
584250,1,0,0,0,0,0,1,0,0,0,0,0,3470,9,2,1,1,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328451.6406,1,0,0,0,0,0,0,1,0,0,0,0,1800,7,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1306875,1,0,0,0,0,0,1,0,0,0,0,0,5131,13,5,2,1,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
338250,1,0,0,0,0,0,0,1,0,0,0,0,2005,8,3,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
380724.9346,1,0,0,0,0,0,0,1,0,0,0,0,1174,8,2,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1103156.25,1,0,0,0,0,0,0,0,1,0,0,0,4370,14,4,1,1,4,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
351575,1,0,0,0,0,0,0,0,1,0,0,0,1150,6,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
360219.9141,1,0,0,0,0,0,0,1,0,0,0,0,1500,7,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
343375,1,0,0,0,0,0,0,1,0,0,0,0,1700,7,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1254577.578,1,0,0,0,0,1,0,0,0,0,0,0,4689,12,5,1,1,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
400603.3125,1,0,0,0,0,0,0,1,0,0,0,0,1516,8,2,1,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
908790.625,1,0,0,0,0,0,1,0,0,0,0,0,3354,12,3,1,1,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371065.625,1,0,0,0,0,1,0,0,0,0,0,0,3310,14,4,1,1,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371921.25,1,0,0,0,0,0,0,1,0,0,0,0,1869,8,2,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267909.375,1,0,0,0,0,0,0,1,0,0,0,0,1178,6,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
286991.3516,1,0,0,0,0,0,0,1,0,0,0,0,1506,8,1,1,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
275953.2227,1,0,0,0,0,0,0,1,0,0,0,0,1000,5,1,1,1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1255625,1,0,0,0,0,0,0,0,1,0,0,0,4392,12,4,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
341453.125,1,0,0,0,0,0,0,1,0,0,0,0,2215,8,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
623020.625,1,0,0,0,0,0,0,1,0,0,0,0,2474,12,3,1,1,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
588332.2707,1,0,0,0,0,0,0,1,0,0,0,0,2819,9,3,1,1,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
686647.5,1,0,0,0,0,0,1,0,0,0,0,0,4700,12,4,1,1,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840500,1,0,0,0,0,0,0,0,1,0,0,0,2940,10,2,2,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452294.0625,1,0,0,0,0,0,0,1,0,0,0,0,2469,11,2,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
333125,1,0,0,0,0,0,0,1,0,0,0,0,1977,8,3,0,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
635365.4687,1,0,0,0,0,0,0,1,0,0,0,0,2898,12,2,2,1,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1101875,1,0,0,0,0,1,0,0,0,0,0,0,6157,12,5,1,1,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588750,1,0,0,0,0,0,1,0,0,0,0,0,4251,15,5,1,1,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511475,1,0,0,0,0,0,0,1,0,0,0,0,2691,8,4,0,1,4,0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230000,1,0,0,0,0,0,0,1,0,0,0,0,4870,13,3,3,1,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
270600,1,0,0,0,0,0,0,1,0,0,0,0,1051,7,2,0,1,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
378225,1,0,0,0,0,0,0,1,0,0,0,0,1278,7,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
409743.75,1,0,0,0,0,0,0,0,1,0,0,0,1482,10,3,0,1,3,1,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
381812.5,1,0,0,0,0,0,0,1,0,0,0,0,2000,7,2,1,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1122375,1,0,0,0,0,0,1,0,0,0,0,0,6000,13,5,1,1,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306875,1,0,0,0,1,0,0,0,0,0,0,0,3690,10,4,1,1,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402891.7051,1,0,0,0,0,0,0,1,0,0,0,0,1370,8,2,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
502250,0,0,0,1,0,0,0,1,0,0,0,0,2450,8,3,1,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189112.5,1,0,0,0,0,0,0,1,0,0,0,0,2102,9,2,0,1,5,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066000,1,0,0,0,0,0,0,0,0,0,0,1,3200,12,4,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
469629.375,1,0,0,0,0,0,0,1,0,0,0,0,1526,8,3,0,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
385230.6988,1,0,0,0,0,0,0,1,0,0,0,0,1302,7,2,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
409743.75,1,0,0,0,0,0,0,1,0,0,0,0,1650,8,3,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1073738.75,1,0,0,0,0,0,0,0,1,0,0,0,3572,9,3,1,1,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
336200,1,0,0,0,0,0,0,1,0,0,0,0,1573,9,3,0,1,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162975,0,0,0,1,0,0,1,0,0,0,0,0,2400,7,3,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393600,1,0,0,0,0,0,0,1,0,0,0,0,1127,9,2,0,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
593603.125,1,0,0,0,0,0,0,0,1,0,0,0,2445,10,2,1,1,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
423401.875,1,0,0,0,0,0,0,1,0,0,0,0,2150,9,2,0,1,4,0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
461250,1,0,0,0,0,0,0,0,1,0,0,0,1496,7,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1327375,1,0,0,0,0,0,1,0,0,0,0,0,3944,12,4,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
283668.75,1,0,0,0,0,0,0,1,0,0,0,0,1400,7,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1537500,1,0,0,0,0,0,1,0,0,0,0,0,6000,10,4,2,1,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567225,1,0,0,0,0,1,0,0,0,0,0,0,4950,15,5,1,1,5,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
225397.5,1,0,0,0,0,0,0,1,0,0,0,0,1700,7,1,2,1,3,0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604750,1,0,0,0,0,0,0,1,0,0,0,0,3229,11,3,1,1,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2073014.453,1,0,0,0,0,0,1,0,0,0,0,0,9748,16,8,2,1,6,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
296144.9219,1,0,0,0,0,0,0,1,0,0,0,0,1025,7,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
527875,1,0,0,0,0,0,0,0,0,0,0,1,1600,10,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1421495.625,1,0,0,0,0,1,0,0,0,0,0,0,4420,13,5,1,1,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1163375,1,0,0,0,0,0,1,0,0,0,0,0,4711,14,4,1,1,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
408975,1,0,0,0,0,0,0,1,0,0,0,0,1532,8,2,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481750,1,0,0,0,0,0,0,1,0,0,0,0,3500,9,3,0,1,4,0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
336200,1,0,0,0,0,0,0,1,0,0,0,0,1760,8,3,0,1,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506401.25,1,0,0,0,0,0,0,0,1,0,0,0,1658,8,1,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
348500,1,0,0,0,0,0,0,1,0,0,0,0,1800,10,2,1,1,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1190358.125,1,0,0,0,0,0,0,1,0,0,0,0,5981,13,4,2,1,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
333351.493,1,0,0,0,0,0,0,0,1,0,0,0,1515,7,2,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
354060.625,1,0,0,0,0,0,0,0,1,0,0,0,1915,8,2,1,1,3,0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
382296.1719,1,0,0,0,0,0,0,1,0,0,0,0,1752,7,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
458175,1,0,0,0,0,0,0,1,0,0,0,0,1800,9,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
314136.875,0,0,1,0,0,0,0,1,0,0,0,0,2300,8,3,0,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
298029.4805,1,0,0,0,0,0,0,1,0,0,0,0,1373,7,2,0,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1127500,1,0,0,0,0,0,1,0,0,0,0,0,4590,13,5,0,1,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
896875,1,0,0,0,0,0,0,0,1,0,0,0,3310,10,3,1,1,4,0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440750,1,0,0,0,0,0,0,1,0,0,0,0,2000,8,2,1,1,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
344912.5,1,0,0,0,0,0,0,1,0,0,0,0,1257,7,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
262656.25,1,0,0,0,0,0,0,1,0,0,0,0,3053,10,3,1,1,3,1,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309067.6094,1,0,0,0,0,0,0,0,1,0,0,0,1080,8,2,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
509553.125,1,0,0,0,0,0,0,1,0,0,0,0,2453,9,3,1,1,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134870.874,1,0,0,0,0,0,0,1,0,0,0,0,3409,15,4,2,1,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
576050,1,0,0,0,0,0,0,0,1,0,0,0,2400,10,3,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
452778.6633,1,0,0,0,0,0,0,1,0,0,0,0,1663,8,2,0,1,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
534025,1,0,0,0,0,0,0,1,0,0,0,0,2375,9,2,2,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
499046.875,1,0,0,0,0,0,0,0,0,0,0,1,3082,11,4,0,1,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
671375,1,0,0,0,0,0,0,0,1,0,0,0,1707,9,3,1,1,3,0,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1155687.5,1,0,0,0,0,1,0,0,0,0,0,0,4763,11,5,0,1,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338143.6562,1,0,0,0,0,0,0,1,0,0,0,0,1300,7,2,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
428962.5,1,0,0,0,0,0,0,0,1,0,0,0,1300,7,1,1,1,3,0,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1280225,1,0,0,0,0,0,1,0,0,0,0,0,3744,12,4,1,1,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494562.5,1,0,0,0,0,0,0,1,0,0,0,0,2061,8,2,1,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
330946.875,1,0,0,0,0,0,0,1,0,0,0,0,1850,8,2,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381376.875,1,0,0,0,0,0,0,1,0,0,0,0,3039,11,3,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
630375,0,0,1,0,0,0,1,0,0,0,0,0,2679,7,3,1,1,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
353625,1,0,0,0,0,0,0,1,0,0,0,0,2450,9,2,1,1,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
283563.6875,1,0,0,0,0,0,0,1,0,0,0,0,955,6,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
965836.2793,1,0,0,0,0,0,0,1,0,0,0,0,3769,14,5,0,1,4,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
277837.7812,1,0,0,0,0,0,0,0,1,0,0,0,2140,8,2,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
705888.3436,1,0,0,0,0,0,0,1,0,0,0,0,3443,12,3,2,1,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
397372.6406,1,0,0,0,0,0,0,1,0,0,0,0,2116,7,2,0,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2624000,1,0,0,0,0,0,1,0,0,0,0,0,10788,15,7,1,1,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446515.625,1,0,0,0,0,0,0,1,0,0,0,0,1730,9,2,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396085.625,1,0,0,0,0,0,0,1,0,0,0,0,1449,8,2,0,1,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
509961.5555,1,0,0,0,0,0,0,1,0,0,0,0,2600,10,3,1,1,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
296225,1,0,0,0,0,0,0,1,0,0,0,0,1212,8,2,0,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
387860,1,0,0,0,0,0,0,1,0,0,0,0,1852,7,2,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1363081.9,1,0,0,0,0,0,0,0,1,0,0,0,4282,11,5,1,1,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
374192.5699,1,0,0,0,0,0,0,1,0,0,0,0,1037,9,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1181079.793,1,0,0,0,0,1,0,0,0,0,0,0,4800,13,5,1,1,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
440750,1,0,0,0,0,0,0,1,0,0,0,0,1594,9,1,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
675748.8672,1,0,0,0,0,0,1,0,0,0,0,0,2228,8,3,1,1,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
436009.375,1,0,0,0,0,0,0,1,0,0,0,0,1417,9,2,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
268037.5,1,0,0,0,0,0,0,1,0,0,0,0,1254,7,2,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420250,1,0,0,0,0,0,0,1,0,0,0,0,1164,8,2,0,1,3,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
346706.25,1,0,0,0,0,0,0,1,0,0,0,0,1294,6,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
753375,1,0,0,0,0,0,0,0,1,0,0,0,2582,11,3,1,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486875,1,0,0,0,0,0,0,1,0,0,0,0,2919,11,3,1,1,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
393065.0781,1,0,0,0,0,0,0,1,0,0,0,0,1754,9,2,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
794375,1,0,0,0,0,0,0,1,0,0,0,0,3552,12,4,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316794.2996,1,0,0,0,0,0,0,1,0,0,0,0,1000,8,2,0,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
394625,1,0,0,0,0,0,0,1,0,0,0,0,1700,7,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
734035.5723,1,0,0,0,0,0,0,1,0,0,0,0,4374,9,3,1,1,4,0,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328000,1,0,0,0,0,0,0,1,0,0,0,0,1850,9,2,0,1,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
429383.2145,1,0,0,0,0,0,0,1,0,0,0,0,2474,9,3,0,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
973750,1,0,0,0,0,0,0,1,0,0,0,0,3586,15,3,1,1,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
861000,1,0,0,0,0,0,0,1,0,0,0,0,4800,12,4,1,1,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
378225,1,0,0,0,0,0,0,1,0,0,0,0,2200,11,3,0,1,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1399125,1,0,0,0,1,0,0,0,0,0,0,0,5031,14,5,1,1,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
349332.8125,1,0,0,0,0,0,1,0,0,0,0,0,4000,10,3,0,1,3,1,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307500,1,0,0,0,0,0,0,1,0,0,0,0,1100,7,2,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
416662.5,1,0,0,0,0,0,0,1,0,0,0,0,1951,9,2,0,1,5,0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384375,1,0,0,0,0,0,0,1,0,0,0,0,1500,9,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1864859.375,1,0,0,0,0,0,0,1,0,0,0,0,5625,10,4,2,1,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
493793.75,1,0,0,0,0,0,0,1,0,0,0,0,1870,9,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2101250,1,0,0,0,0,1,0,0,0,0,0,0,6024,13,5,1,1,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343375,1,0,0,0,0,0,0,1,0,0,0,0,1400,8,2,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
840500,1,0,0,0,0,0,0,0,1,0,0,0,3200,11,3,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
367613.6875,1,0,0,0,0,0,1,0,0,0,0,0,4159,11,3,1,1,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507646.875,1,0,0,0,0,0,1,0,0,0,0,0,5500,12,4,1,1,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
319390,1,0,0,0,0,0,0,1,0,0,0,0,1100,8,1,1,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1358125,1,0,0,0,0,0,1,0,0,0,0,0,3093,12,4,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
822114.0625,1,0,0,0,0,0,1,0,0,0,0,0,6260,12,5,0,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1365812.5,1,0,0,0,0,0,0,0,1,0,0,0,4777,15,3,2,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
448950,1,0,0,0,0,0,0,1,0,0,0,0,1876,9,3,1,1,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
429705.625,0,0,1,0,0,0,0,1,0,0,0,0,1874,10,3,1,1,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
325437.5,1,0,0,0,0,0,0,1,0,0,0,0,1021,7,2,0,1,3,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236915.9375,1,0,0,0,0,0,0,1,0,0,0,0,1037,6,2,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1276509.375,1,0,0,0,0,0,0,0,0,0,0,1,4017,11,3,2,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
302580,1,0,0,0,0,0,0,1,0,0,0,0,1386,8,2,0,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1009988.795,1,0,0,0,0,0,1,0,0,0,0,0,3339,11,3,1,1,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360889.6875,1,0,0,0,0,0,0,0,1,0,0,0,1150,6,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
420250,1,0,0,0,0,0,0,1,0,0,0,0,2729,9,3,0,1,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196800,1,0,0,0,0,0,0,1,0,0,0,0,1506,6,2,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343375,1,0,0,0,0,0,0,1,0,0,0,0,1439,8,2,0,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
399132.4375,1,0,0,0,0,0,0,1,0,0,0,0,2784,10,3,0,1,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
476847.1687,1,0,0,0,0,0,0,1,0,0,0,0,2166,8,2,2,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
294175,1,0,0,0,0,0,0,1,0,0,0,0,1756,9,2,1,1,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
551578.125,1,0,0,0,0,0,0,1,0,0,0,0,2460,8,3,1,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
278800,1,0,0,0,0,0,1,0,0,0,0,0,2262,10,3,1,1,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406925,1,0,0,0,0,0,0,1,0,0,0,0,1944,9,2,2,1,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
427937.5,1,0,0,0,0,0,0,1,0,0,0,0,2362,9,3,1,1,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
987587.5,1,0,0,0,0,0,1,0,0,0,0,0,3019,11,4,0,1,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443732.782,1,0,0,0,0,0,0,1,0,0,0,0,2100,10,2,0,1,4,0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
630375,1,0,0,0,0,0,0,1,0,0,0,0,4000,9,3,0,1,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403440,1,0,0,0,0,0,0,1,0,0,0,0,1824,8,2,0,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
436140.7031,1,0,0,0,0,0,0,1,0,0,0,0,2884,9,3,0,1,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
512500,1,0,0,0,0,0,0,1,0,0,0,0,2301,10,3,1,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
