SoldPr,SFH,Condo,Duplex,Townhouse,New,Recent,20A,19A,19B,19C,19D,Pre1900,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces,60002,60025,60026,60029,60035,60053,60062,60067,60076,60077,60091,60201,60202,60203,60625,60626,60638,63104
436650,1,0,0,0,0,0,0,1,0,0,0,0,1529,8,2,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252150,0,1,0,0,0,0,1,0,0,0,0,0,2164,8,2,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204871.875,1,0,0,0,0,0,0,1,0,0,0,0,3065,10,2,1,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404875,1,0,0,0,0,0,0,1,0,0,0,0,1471,7,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
169125,1,0,0,0,0,0,0,1,0,0,0,0,1518,5,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471500,0,0,1,0,0,0,1,0,0,0,0,0,2767,9,2,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
372971.875,0,1,0,0,0,0,0,1,0,0,0,0,1775,5,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
205309.1977,0,1,0,0,0,0,0,1,0,0,0,0,1300,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
378225,0,1,0,0,0,0,1,0,0,0,0,0,1164,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
577843.75,1,0,0,0,0,0,0,0,1,0,0,0,2030,9,1,1,0,3,0,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
439161.25,1,0,0,0,0,0,0,1,0,0,0,0,984,7,2,0,0,3,0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220631.25,0,1,0,0,0,0,0,1,0,0,0,0,1100,5,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
383373.0625,1,0,0,0,0,0,0,0,1,0,0,0,1000,5,1,0,0,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230696.8941,0,1,0,0,0,0,1,0,0,0,0,0,801,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
463812.5,1,0,0,0,0,0,0,1,0,0,0,0,3096,10,2,1,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
367975,0,1,0,0,0,0,1,0,0,0,0,0,1051,5,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
338250,0,1,0,0,0,0,1,0,0,0,0,0,934,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
314586.6738,1,0,0,0,0,0,0,1,0,0,0,0,1183,7,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
299428.125,1,0,0,0,0,0,0,0,1,0,0,0,1284,7,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
250048.75,0,1,0,0,0,0,0,0,1,0,0,0,1500,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
584250,0,0,1,0,0,0,1,0,0,0,0,0,1890,7,2,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464901.5625,1,0,0,0,0,0,0,1,0,0,0,0,2574,9,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
461224.375,1,0,0,0,0,0,0,1,0,0,0,0,2000,7,2,0,0,4,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506926.5625,1,0,0,0,0,0,0,1,0,0,0,0,2585,8,3,0,0,4,0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
537920,1,0,0,0,0,0,0,1,0,0,0,0,2376,8,3,0,0,4,0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117875,1,0,0,0,0,0,0,0,1,0,0,0,1529,5,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435625,1,0,0,0,0,0,0,1,0,0,0,0,1674,8,1,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184500,0,1,0,0,0,0,0,1,0,0,0,0,1200,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
776950,1,0,0,0,0,0,0,0,1,0,0,0,2800,9,2,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123000,0,1,0,0,0,0,0,1,0,0,0,0,900,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
760527.0816,1,0,0,0,0,0,0,1,0,0,0,0,2643,8,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212175,0,1,0,0,0,0,0,1,0,0,0,0,1275,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
304681.25,1,0,0,0,0,0,0,1,0,0,0,0,1840,9,2,0,0,4,0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
601578.0254,1,0,0,0,0,0,0,1,0,0,0,0,2900,9,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
342181.9961,1,0,0,0,0,0,0,1,0,0,0,0,1978,8,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
551740.8734,1,0,0,0,0,0,0,1,0,0,0,0,2419,8,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281472.2871,0,1,0,0,0,0,1,0,0,0,0,0,1200,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331472.1875,1,0,0,0,0,0,0,1,0,0,0,0,1408,7,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
244975,0,1,0,0,0,0,0,1,0,0,0,0,1610,5,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
195160,0,1,0,0,0,0,0,1,0,0,0,0,1400,5,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601675,1,0,0,0,0,0,0,1,0,0,0,0,1915,8,2,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476625,1,0,0,0,0,0,0,1,0,0,0,0,2178,9,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
258812.5,0,1,0,0,0,0,0,1,0,0,0,0,1600,5,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
256250,1,0,0,0,0,0,1,0,0,0,0,0,2923,11,2,1,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239850,0,1,0,0,0,0,0,1,0,0,0,0,1300,5,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360800,0,0,0,1,0,0,0,1,0,0,0,0,1957,8,2,1,0,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212226.25,1,0,0,0,0,0,1,0,0,0,0,0,2421,9,2,1,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808981.25,1,0,0,0,0,0,0,1,0,0,0,0,3247,10,3,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
235750,0,1,0,0,0,0,0,1,0,0,0,0,1200,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
502250,1,0,0,0,0,0,0,1,0,0,0,0,2568,10,3,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
332838,1,0,0,0,0,0,0,1,0,0,0,0,2388,8,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
697000,1,0,0,0,0,0,0,1,0,0,0,0,2654,8,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320105.7383,1,0,0,0,0,0,0,0,1,0,0,0,1400,7,1,1,0,3,0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
294175,0,1,0,0,0,0,0,0,1,0,0,0,1800,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
481750,1,0,0,0,0,0,0,0,1,0,0,0,2158,9,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
559983.125,1,0,0,0,0,0,0,1,0,0,0,0,3002,9,3,1,0,5,0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220762.5781,0,1,0,0,0,0,0,1,0,0,0,0,1935,6,2,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
883049.2087,1,0,0,0,0,0,0,1,0,0,0,0,3106,9,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
151085,1,0,0,0,0,0,0,1,0,0,0,0,1214,6,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233700,1,0,0,0,0,0,1,0,0,0,0,0,2518,9,2,1,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794745.2812,1,0,0,0,0,0,0,1,0,0,0,0,2954,11,2,1,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
576267.8125,1,0,0,0,0,0,0,1,0,0,0,0,3013,9,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
347701.0605,1,0,0,0,0,0,0,1,0,0,0,0,1429,9,1,1,0,2,0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
256250,0,1,0,0,0,0,0,0,1,0,0,0,1200,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
159695,0,1,0,0,0,0,0,1,0,0,0,0,1300,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
173225,1,0,0,0,0,0,0,1,0,0,0,0,2000,7,1,2,0,4,0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199618.75,1,0,0,0,0,0,0,1,0,0,0,0,1208,6,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308883.75,1,0,0,0,0,0,0,1,0,0,0,0,2464,9,2,1,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204871.875,1,0,0,0,0,0,0,0,1,0,0,0,1283,6,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
458082.3496,1,0,0,0,0,0,0,1,0,0,0,0,1476,8,2,0,0,3,0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
238491.875,0,1,0,0,0,0,0,0,1,0,0,0,1500,6,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
903171.8825,0,0,0,1,0,1,0,0,0,0,0,0,2482,8,2,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
168883.3723,0,1,0,0,0,0,0,1,0,0,0,0,1200,5,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130277.5,1,0,0,0,0,0,0,1,0,0,0,0,1152,7,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224475,0,1,0,0,0,0,0,1,0,0,0,0,1100,7,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
238491.875,1,0,0,0,0,0,0,1,0,0,0,0,1440,6,1,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
481750,1,0,0,0,0,0,0,1,0,0,0,0,1103,7,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
273162.5,0,0,0,1,0,0,0,1,0,0,0,0,1257,7,2,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336200,0,0,0,1,0,0,1,0,0,0,0,0,1600,7,2,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
349858.125,1,0,0,0,0,0,0,1,0,0,0,0,2341,8,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
415125,0,0,0,1,0,0,0,1,0,0,0,0,2400,8,2,1,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601675,1,0,0,0,0,0,0,1,0,0,0,0,3240,10,4,1,0,5,0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
554598.6719,1,0,0,0,0,0,0,1,0,0,0,0,3381,11,2,1,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
240875,0,0,0,1,0,0,0,1,0,0,0,0,1400,7,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145806.25,0,1,0,0,0,0,0,1,0,0,0,0,800,5,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301350,0,0,0,1,0,0,1,0,0,0,0,0,1653,7,2,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
429475,1,0,0,0,0,0,0,0,1,0,0,0,2089,7,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
394625,1,0,0,0,0,0,0,1,0,0,0,0,2310,9,3,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794375,1,0,0,0,0,0,0,1,0,0,0,0,5095,14,3,1,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
613827.6562,1,0,0,0,0,0,0,1,0,0,0,0,3865,10,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
485677.6719,1,0,0,0,0,0,0,1,0,0,0,0,2590,8,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
253190.1188,1,0,0,0,0,1,0,0,0,0,0,0,2434,8,2,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205000,1,0,0,0,0,0,0,1,0,0,0,0,1200,6,1,0,0,2,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240875,1,0,0,0,0,0,0,1,0,0,0,0,1608,8,2,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262551.1875,1,0,0,0,0,0,1,0,0,0,0,0,2924,10,2,1,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282297.3,1,0,0,0,0,0,0,1,0,0,0,0,1436,9,1,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234223.7109,0,1,0,0,0,0,1,0,0,0,0,0,1400,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
320440.625,1,0,0,0,0,0,0,1,0,0,0,0,1522,7,1,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
699978.9062,1,0,0,0,0,0,0,1,0,0,0,0,3481,11,2,1,0,5,1,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
527875,0,0,0,1,0,0,1,0,0,0,0,0,1700,7,2,1,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390171.875,1,0,0,0,0,0,0,0,0,0,0,1,7980,15,4,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
422300,1,0,0,0,0,0,0,0,1,0,0,0,2000,9,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
199875,0,1,0,0,0,0,0,1,0,0,0,0,1375,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210125,1,0,0,0,0,0,1,0,0,0,0,0,1881,6,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246896.875,0,0,0,1,0,0,0,1,0,0,0,0,1175,7,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
527875,1,0,0,0,0,0,0,1,0,0,0,0,2100,6,3,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236390.625,0,1,0,0,0,0,0,1,0,0,0,0,1117,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
165903.425,0,1,0,0,0,0,0,1,0,0,0,0,940,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
596058.9609,1,0,0,0,0,0,0,1,0,0,0,0,2232,10,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
301529.375,1,0,0,0,0,0,0,1,0,0,0,0,944,6,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
294175,1,0,0,0,0,0,0,0,1,0,0,0,1309,6,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
205102.5,0,1,0,0,0,0,0,0,1,0,0,0,1050,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
482236.875,0,0,0,1,0,0,0,1,0,0,0,0,1700,7,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
262656.25,0,1,0,0,0,0,0,0,1,0,0,0,850,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
253069.2969,0,1,0,0,0,0,1,0,0,0,0,0,1873,6,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
635500,1,0,0,0,0,0,0,1,0,0,0,0,2239,8,2,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
167587.5,0,1,0,0,0,0,0,1,0,0,0,0,1119,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
415125,0,0,0,1,0,0,0,0,1,0,0,0,1425,7,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
259325,1,0,0,0,0,0,0,1,0,0,0,0,1400,5,1,0,0,2,0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
231547.5,1,0,0,0,0,0,0,0,1,0,0,0,1240,6,2,0,0,3,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472781.25,0,0,1,0,0,0,1,0,0,0,0,0,2790,8,2,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
661893.75,0,1,0,0,0,0,1,0,0,0,0,0,1489,6,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
189112.5,1,0,0,0,0,0,0,1,0,0,0,0,2359,6,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502250,1,0,0,0,0,0,0,1,0,0,0,0,2775,9,2,1,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250836.7187,1,0,0,0,0,0,0,1,0,0,0,0,2554,9,2,1,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507375,1,0,0,0,0,0,0,1,0,0,0,0,3230,9,3,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
171251.875,1,0,0,0,0,0,0,1,0,0,0,0,1748,8,2,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307500,0,0,0,1,0,0,0,1,0,0,0,0,1600,7,2,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
179887.5,0,1,0,0,0,0,0,1,0,0,0,0,950,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
342181.9961,1,0,0,0,0,0,0,1,0,0,0,0,1928,9,2,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
299428.125,0,1,0,0,0,0,0,0,1,0,0,0,1350,7,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187062.5,0,1,0,0,0,0,0,1,0,0,0,0,1300,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
253687.5,1,0,0,0,0,0,0,1,0,0,0,0,1985,7,2,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486875,0,0,0,1,0,0,1,0,0,0,0,0,2741,7,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
581687.5,1,0,0,0,0,0,0,0,1,0,0,0,1815,8,2,1,0,4,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
828943.125,0,0,1,0,0,0,1,0,0,0,0,0,3688,9,2,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
224074.0168,0,1,0,0,0,0,0,1,0,0,0,0,1323,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
551796.064,1,0,0,0,0,0,0,1,0,0,0,0,2551,9,2,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
143495.6758,0,1,0,0,0,0,0,1,0,0,0,0,1200,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
438187.5,1,0,0,0,0,0,0,1,0,0,0,0,1448,7,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
222732.5,1,0,0,0,0,0,1,0,0,0,0,0,1834,7,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231531.4844,0,1,0,0,0,0,0,1,0,0,0,0,1720,5,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
615000,1,0,0,0,0,0,0,1,0,0,0,0,2620,10,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
252150,0,1,0,0,0,0,0,1,0,0,0,0,1430,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
302375,0,1,0,0,0,0,1,0,0,0,0,0,1646,7,2,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
261603.6551,0,1,0,0,0,0,1,0,0,0,0,0,1124,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
584250,1,0,0,0,0,0,0,0,1,0,0,0,1771,8,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
379250,0,0,0,1,0,0,1,0,0,0,0,0,2294,7,2,1,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773620.3644,1,0,0,0,0,1,0,0,0,0,0,0,2530,8,3,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554204.6875,1,0,0,0,0,0,0,1,0,0,0,0,2392,9,2,1,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383478.125,0,0,0,1,0,0,1,0,0,0,0,0,1700,6,2,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
213171.8125,0,1,0,0,0,0,0,1,0,0,0,0,1300,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
297250,1,0,0,0,0,0,0,1,0,0,0,0,1371,8,1,1,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170150,0,1,0,0,0,0,0,0,1,0,0,0,1050,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
307500,1,0,0,0,0,0,0,0,1,0,0,0,1874,5,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126075,0,1,0,0,0,0,0,1,0,0,0,0,900,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318262.5,1,0,0,0,0,0,0,1,0,0,0,0,1227,8,2,0,0,3,0,2.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
227037.5,1,0,0,0,0,0,0,1,0,0,0,0,2350,5,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306970.3649,1,0,0,0,0,0,0,1,0,0,0,0,1242,8,2,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
808981.25,1,0,0,0,0,0,0,1,0,0,0,0,3560,11,2,1,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367718.75,0,1,0,0,0,0,1,0,0,0,0,0,1700,6,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
461250,1,0,0,0,0,0,0,1,0,0,0,0,2685,10,3,1,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
659267.1875,0,1,0,0,0,0,1,0,0,0,0,0,1602,6,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
449601.8359,1,0,0,0,0,0,0,1,0,0,0,0,2157,9,1,1,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
273675,0,0,0,1,0,0,0,1,0,0,0,0,1400,7,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
405387.5,1,0,0,0,0,0,0,0,1,0,0,0,2400,8,2,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147600,0,1,0,0,0,0,0,1,0,0,0,0,1000,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193840.3125,0,1,0,0,0,0,0,0,1,0,0,0,1500,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
596550,0,0,0,1,0,1,0,0,0,0,0,0,2664,9,2,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
